timestamp,Q,I
33040,151.96,440.58,131328.00
33060,-75.55,369.00,4104.00
33079,151.03,442.24,131328.00
33099,-75.55,369.27,4104.00
33118,156.73,445.28,131328.00
33138,-75.88,370.79,4104.00
33157,149.05,443.36,131328.00
33177,-73.89,372.38,4104.00
33196,157.92,449.85,131328.00
33216,-75.62,374.04,4104.00
33235,157.72,449.98,131328.00
33255,-74.42,375.29,4104.00
33274,151.89,448.06,131328.00
33294,-75.42,377.08,4104.00
33313,159.57,451.57,131328.00
33333,-75.28,378.14,4104.00
33352,155.40,450.78,131328.00
33372,-76.08,378.87,4104.00
33391,152.42,450.18,131328.00
33411,-75.81,379.73,4104.00
33430,154.47,448.13,131328.00
33450,-75.28,379.33,4104.00
33469,155.07,451.77,131328.00
33489,-75.62,380.79,4104.00
33508,160.37,453.29,131328.00
33528,-76.48,380.39,4104.00
33547,153.22,449.19,131328.00
33567,-75.42,380.92,4104.00
33586,151.69,449.98,131328.00
33606,-74.82,381.32,4104.00
33625,157.59,449.85,131328.00
33645,-76.61,382.91,4104.00
33664,153.28,450.58,131328.00
33684,-75.02,383.44,4104.00
33703,161.63,453.82,131328.00
33723,-75.88,384.50,4104.00
33742,155.93,454.42,131328.00
33762,-76.21,385.82,4104.00
33781,162.16,456.21,131328.00
33801,-76.48,386.68,4104.00
33820,156.86,456.21,131328.00
33840,-76.21,387.54,4104.00
33859,157.79,457.27,131328.00
33879,-76.61,388.60,4104.00
33898,155.60,454.75,131328.00
33918,-76.34,389.13,4104.00
33937,157.45,458.19,131328.00
33957,-76.67,389.66,4104.00
33976,160.57,459.65,131328.00
33996,-76.48,390.85,4104.00
34015,156.79,458.06,131328.00
34035,-75.09,391.45,4104.00
34054,163.61,458.66,131328.00
34074,-77.40,391.98,4104.00
34093,158.05,458.52,131328.00
34113,-77.67,391.38,4104.00
34132,158.05,458.59,131328.00
34152,-76.61,391.12,4104.00
34171,160.70,459.45,131328.00
34191,-77.60,390.26,4104.00
34210,156.20,455.61,131328.00
34230,-76.34,388.27,4104.00
34249,162.88,457.07,131328.00
34269,-76.08,388.80,4104.00
34288,162.88,458.26,131328.00
34307,-76.81,388.40,4104.00
34327,155.20,453.89,131328.00
34346,-76.14,388.01,4104.00
34366,158.51,456.54,131328.00
34385,-76.01,389.00,4104.00
34405,156.06,455.35,131328.00
34424,-76.61,387.61,4104.00
34444,162.29,457.00,131328.00
34463,-77.93,387.68,4104.00
34483,157.26,456.80,131328.00
34502,-75.75,388.21,4104.00
34522,162.42,456.21,131328.00
34541,-75.28,387.28,4104.00
34561,156.26,456.07,131328.00
34580,-77.01,387.54,4104.00
34600,162.02,456.27,131328.00
34619,-75.95,386.48,4104.00
34639,157.32,455.81,131328.00
34658,-76.01,384.76,4104.00
34678,161.03,454.55,131328.00
34697,-75.09,384.90,4104.00
34717,160.76,453.43,131328.00
34736,-76.01,382.98,4104.00
34756,155.14,453.62,131328.00
34775,-75.55,382.25,4104.00
34795,156.00,448.13,131328.00
34814,-76.48,379.66,4104.00
34834,154.41,450.38,131328.00
34853,-74.69,377.68,4104.00
34873,151.89,447.73,131328.00
34892,-75.22,374.90,4104.00
34912,150.83,443.69,131328.00
34931,-75.22,374.57,4104.00
34951,156.92,447.73,131328.00
34970,-73.83,371.85,4104.00
34990,151.30,444.62,131328.00
35009,-74.56,369.60,4104.00
35029,151.69,444.75,131328.00
35048,-75.35,369.00,4104.00
35068,149.18,439.06,131328.00
35087,-75.02,368.01,4104.00
35107,156.66,441.37,131328.00
35126,-74.42,365.49,4104.00
35146,151.03,442.30,131328.00
35165,-75.22,363.71,4104.00
35185,154.28,442.17,131328.00
35204,-74.49,363.11,4104.00
35224,149.31,435.61,131328.00
35243,-75.22,361.06,4104.00
35263,147.72,438.53,131328.00
35282,-74.75,360.13,4104.00
35302,147.32,438.06,131328.00
35321,-74.75,358.94,4104.00
35341,153.55,437.27,131328.00
35360,-74.89,357.62,4104.00
35380,150.24,433.89,131328.00
35399,-74.16,356.36,4104.00
35419,145.73,432.44,131328.00
35438,-74.49,354.83,4104.00
35458,151.76,436.34,131328.00
35477,-75.22,354.77,4104.00
35497,153.02,434.03,131328.00
35516,-75.35,352.25,4104.00
35536,143.48,430.78,131328.00
35555,-74.22,350.00,4104.00
35575,148.38,433.96,131328.00
35594,-75.28,348.28,4104.00
35614,142.29,428.60,131328.00
35633,-73.03,346.62,4104.00
35653,144.68,430.05,131328.00
35672,-75.15,345.30,4104.00
35692,141.70,426.21,131328.00
35711,-73.50,343.38,4104.00
35730,143.02,427.93,131328.00
35750,-73.76,342.39,4104.00
35769,148.71,426.68,131328.00
35789,-74.22,341.53,4104.00
35808,140.17,424.03,131328.00
35828,-74.82,340.00,4104.00
35847,146.60,425.09,131328.00
35867,-75.02,339.47,4104.00
35886,147.72,424.82,131328.00
35906,-75.75,339.21,4104.00
35925,139.11,423.17,131328.00
35945,-73.69,336.96,4104.00
35964,146.66,424.42,131328.00
35984,-74.03,336.76,4104.00
36003,142.09,419.86,131328.00
36023,-75.35,334.57,4104.00
36042,141.56,423.96,131328.00
36062,-75.28,334.51,4104.00
36081,146.00,423.70,131328.00
36101,-75.15,333.91,4104.00
36120,141.30,418.93,131328.00
36140,-75.35,331.92,4104.00
36159,145.14,421.58,131328.00
36179,-76.94,330.80,4104.00
36198,144.68,422.97,131328.00
36218,-75.02,330.14,4104.00
36237,144.94,421.64,131328.00
36257,-75.88,330.53,4104.00
36276,138.12,419.79,131328.00
36296,-76.08,328.02,4104.00
36315,136.60,417.21,131328.00
36335,-76.28,327.69,4104.00
36354,143.48,422.24,131328.00
36374,-75.35,327.16,4104.00
36393,138.78,415.22,131328.00
36413,-76.61,326.30,4104.00
36432,136.27,416.21,131328.00
36452,-76.14,324.84,4104.00
36471,136.46,415.82,131328.00
36491,-75.02,323.38,4104.00
36510,136.33,414.29,131328.00
36530,-78.13,322.85,4104.00
36549,137.46,414.62,131328.00
36569,-74.22,322.66,4104.00
36588,142.95,417.14,131328.00
36608,-75.68,322.26,4104.00
36627,138.58,417.60,131328.00
36647,-76.41,322.46,4104.00
36666,143.02,417.21,131328.00
36686,-75.35,320.93,4104.00
36705,139.25,415.02,131328.00
36725,-76.87,322.32,4104.00
36744,143.22,418.47,131328.00
36764,-76.41,322.39,4104.00
36783,137.46,417.87,131328.00
36803,-76.81,320.87,4104.00
36822,137.79,418.13,131328.00
36842,-77.34,320.27,4104.00
36861,136.86,415.49,131328.00
36881,-77.87,320.80,4104.00
36900,142.49,418.40,131328.00
36920,-76.67,319.21,4104.00
36939,136.00,413.10,131328.00
36959,-76.74,318.75,4104.00
36978,137.52,414.10,131328.00
36998,-77.47,318.22,4104.00
37017,142.29,416.48,131328.00
37037,-78.00,318.15,4104.00
37056,134.88,415.35,131328.00
37076,-77.93,317.03,4104.00
37095,137.06,417.60,131328.00
37115,-77.54,317.56,4104.00
37134,138.32,414.43,131328.00
37153,-78.86,316.50,4104.00
37173,134.28,414.89,131328.00
37192,-76.41,316.43,4104.00
37212,139.18,418.07,131328.00
37231,-78.00,315.84,4104.00
37251,141.03,414.03,131328.00
37270,-78.66,315.37,4104.00
37290,134.61,413.37,131328.00
37309,-76.81,314.97,4104.00
37329,135.27,411.71,131328.00
37348,-76.81,313.25,4104.00
37368,141.17,416.21,131328.00
37387,-77.87,313.92,4104.00
37407,133.49,413.43,131328.00
37426,-77.73,313.39,4104.00
37446,136.20,415.42,131328.00
37465,-78.00,313.19,4104.00
37485,133.15,413.57,131328.00
37504,-77.67,314.25,4104.00
37524,140.97,417.60,131328.00
37543,-78.33,313.05,4104.00
37563,142.29,416.21,131328.00
37582,-78.26,312.52,4104.00
37602,141.23,416.55,131328.00
37621,-78.13,312.86,4104.00
37641,139.84,417.34,131328.00
37660,-76.74,311.40,4104.00
37680,140.90,415.35,131328.00
37699,-78.06,311.80,4104.00
37719,140.57,414.36,131328.00
37738,-78.73,312.52,4104.00
37758,139.31,416.88,131328.00
37777,-78.33,311.27,4104.00
37797,140.17,414.43,131328.00
37816,-78.00,312.33,4104.00
37836,136.60,412.17,131328.00
37855,-79.39,311.40,4104.00
37875,132.56,412.97,131328.00
37894,-78.79,311.47,4104.00
37914,139.78,413.96,131328.00
37933,-77.14,311.33,4104.00
37953,136.40,411.31,131328.00
37972,-77.01,311.20,4104.00
37992,133.82,412.77,131328.00
38011,-77.60,312.26,4104.00
38031,140.24,416.15,131328.00
38050,-77.27,311.60,4104.00
38070,140.24,416.08,131328.00
38089,-77.87,311.99,4104.00
38109,137.66,416.08,131328.00
38128,-77.34,310.94,4104.00
38148,140.97,415.88,131328.00
38167,-78.20,312.52,4104.00
38187,135.67,411.31,131328.00
38206,-78.73,312.19,4104.00
38226,136.53,416.02,131328.00
38245,-79.72,312.66,4104.00
38265,139.78,417.47,131328.00
38284,-77.34,313.25,4104.00
38304,140.24,417.01,131328.00
38323,-77.07,314.11,4104.00
38343,135.54,416.08,131328.00
38362,-78.26,315.44,4104.00
38382,136.66,416.74,131328.00
38401,-77.07,316.23,4104.00
38421,142.49,416.61,131328.00
38440,-77.07,317.23,4104.00
38460,135.14,412.64,131328.00
38479,-78.20,317.89,4104.00
38499,136.13,417.67,131328.00
38518,-77.87,319.21,4104.00
38538,134.21,415.09,131328.00
38557,-78.13,319.41,4104.00
38576,139.51,419.59,131328.00
38596,-78.40,318.68,4104.00
38615,138.65,418.86,131328.00
38635,-77.73,320.87,4104.00
38654,137.99,420.05,131328.00
38674,-77.07,321.60,4104.00
38693,139.64,420.45,131328.00
38713,-76.28,322.66,4104.00
38732,137.59,416.48,131328.00
38752,-77.73,323.38,4104.00
38771,137.52,419.79,131328.00
38791,-76.61,324.84,4104.00
38810,137.13,417.74,131328.00
38830,-77.67,327.36,4104.00
38849,136.13,418.33,131328.00
38869,-76.21,326.23,4104.00
38888,145.14,421.84,131328.00
38908,-76.01,328.02,4104.00
38927,145.87,422.31,131328.00
38947,-76.21,328.22,4104.00
38966,138.58,419.33,131328.00
38986,-76.41,329.54,4104.00
39005,137.79,420.32,131328.00
39025,-75.75,329.48,4104.00
39044,139.58,422.90,131328.00
39064,-75.48,331.99,4104.00
39083,142.56,420.58,131328.00
39103,-76.01,333.58,4104.00
39122,143.09,422.31,131328.00
39142,-75.42,334.51,4104.00
39161,146.40,424.42,131328.00
39181,-76.21,335.57,4104.00
39200,147.26,427.27,131328.00
39220,-73.56,336.69,4104.00
39239,141.03,423.23,131328.00
39259,-76.14,338.41,4104.00
39278,141.83,425.55,131328.00
39298,-76.01,339.87,4104.00
39317,140.24,426.54,131328.00
39337,-75.88,340.80,4104.00
39356,143.02,428.53,131328.00
39376,-74.82,342.12,4104.00
39395,146.60,430.98,131328.00
39415,-74.42,342.25,4104.00
39434,144.34,429.85,131328.00
39454,-75.75,344.37,4104.00
39473,144.74,430.98,131328.00
39493,-74.56,345.17,4104.00
39512,144.74,431.77,131328.00
39532,-74.56,346.36,4104.00
39551,146.33,428.07,131328.00
39571,-75.88,347.09,4104.00
39590,142.09,428.93,131328.00
39610,-76.61,346.56,4104.00
39629,142.42,429.85,131328.00
39649,-73.76,348.01,4104.00
39668,145.40,428.40,131328.00
39688,-75.68,349.27,4104.00
39707,150.77,432.17,131328.00
39727,-75.42,350.27,4104.00
39746,150.97,435.02,131328.00
39766,-74.69,350.27,4104.00
39785,151.23,433.36,131328.00
39805,-74.09,352.45,4104.00
39824,146.20,434.55,131328.00
39844,-74.62,353.64,4104.00
39863,152.49,436.81,131328.00
39883,-74.22,355.10,4104.00
39902,145.07,433.23,131328.00
39922,-74.82,355.17,4104.00
39941,147.92,436.81,131328.00
39961,-76.87,355.23,4104.00
39980,146.53,434.89,131328.00
40000,-74.89,358.74,4104.00
40019,153.88,438.99,131328.00
40038,-74.69,359.67,4104.00
40058,154.01,439.12,131328.00
40077,-73.76,360.60,4104.00
40097,146.66,437.40,131328.00
40116,-74.89,361.32,4104.00
40136,149.97,440.85,131328.00
40155,-75.48,362.18,4104.00
40175,147.72,439.32,131328.00
40194,-74.89,364.37,4104.00
40214,150.77,441.51,131328.00
40233,-74.36,364.04,4104.00
40253,150.70,441.57,131328.00
40272,-74.56,363.57,4104.00
40292,149.77,441.44,131328.00
40311,-76.48,364.44,4104.00
40331,155.73,442.63,131328.00
40350,-74.42,364.97,4104.00
40370,150.63,441.51,131328.00
40389,-75.35,365.49,4104.00
40409,148.52,438.99,131328.00
40428,-75.02,367.22,4104.00
40448,152.09,439.45,131328.00
40467,-74.36,368.67,4104.00
40487,156.39,445.35,131328.00
40506,-74.82,369.20,4104.00
40526,156.99,445.08,131328.00
40545,-75.48,370.33,4104.00
40565,151.83,441.31,131328.00
40584,-75.62,371.85,4104.00
40604,157.72,445.22,131328.00
40623,-74.49,371.32,4104.00
40643,159.11,446.54,131328.00
40662,-76.08,373.18,4104.00
40682,158.05,447.07,131328.00
40701,-74.75,374.10,4104.00
40721,153.35,443.36,131328.00
40740,-76.14,375.03,4104.00
40760,159.51,449.32,131328.00
40779,-75.81,375.82,4104.00
40799,158.51,450.78,131328.00
40818,-75.81,375.03,4104.00
40838,152.95,447.80,131328.00
40857,-75.28,377.68,4104.00
40877,157.12,451.04,131328.00
40896,-75.09,377.21,4104.00
40916,155.14,446.01,131328.00
40935,-74.95,377.15,4104.00
40955,159.37,448.59,131328.00
40974,-74.16,376.49,4104.00
40994,152.95,446.54,131328.00
41013,-75.42,376.49,4104.00
41033,159.44,448.99,131328.00
41052,-75.15,377.48,4104.00
41072,153.42,449.25,131328.00
41091,-76.01,379.33,4104.00
41111,152.02,447.86,131328.00
41130,-75.09,378.74,4104.00
41150,152.36,448.66,131328.00
41169,-75.15,381.45,4104.00
41189,160.10,453.56,131328.00
41208,-76.28,380.26,4104.00
41228,154.14,451.11,131328.00
41247,-75.62,380.72,4104.00
41267,155.27,452.04,131328.00
41286,-77.34,380.72,4104.00
41306,152.69,450.64,131328.00
41325,-74.89,380.33,4104.00
41345,157.06,453.03,131328.00
41364,-75.02,381.19,4104.00
41384,159.97,452.90,131328.00
41403,-75.88,381.65,4104.00
41423,154.41,452.17,131328.00
41442,-75.09,382.51,4104.00
41461,154.34,452.04,131328.00
41481,-76.54,381.52,4104.00
41500,152.95,450.64,131328.00
41520,-76.34,381.19,4104.00
41539,156.66,452.63,131328.00
41559,-75.15,380.79,4104.00
41578,159.37,451.84,131328.00
41598,-75.42,380.26,4104.00
41617,159.90,451.70,131328.00
41637,-75.22,379.33,4104.00
41656,155.87,448.53,131328.00
41676,-77.14,379.40,4104.00
41695,159.04,452.83,131328.00
41715,-75.42,380.26,4104.00
41734,159.37,449.78,131328.00
41754,-75.42,378.94,4104.00
41773,153.28,448.99,131328.00
41793,-75.81,380.46,4104.00
41812,159.24,452.76,131328.00
41832,-75.09,378.67,4104.00
41851,152.29,449.19,131328.00
41871,-74.36,379.20,4104.00
41890,152.16,448.19,131328.00
41910,-74.75,378.27,4104.00
41929,153.42,449.65,131328.00
41949,-76.34,378.61,4104.00
41968,152.49,448.86,131328.00
41988,-75.55,377.35,4104.00
42007,151.36,447.67,131328.00
42027,-76.81,377.41,4104.00
42046,151.30,447.40,131328.00
42066,-76.48,375.29,4104.00
42085,150.30,445.35,131328.00
42105,-76.87,373.97,4104.00
42124,150.77,444.22,131328.00
42144,-75.62,372.45,4104.00
42163,157.45,445.94,131328.00
42183,-75.15,372.38,4104.00
42202,151.23,440.58,131328.00
42222,-75.81,369.86,4104.00
42241,148.91,440.65,131328.00
42261,-75.09,366.89,4104.00
42280,151.69,439.06,131328.00
42300,-75.48,365.43,4104.00
42319,147.79,438.06,131328.00
42339,-74.62,363.31,4104.00
42358,147.26,436.67,131328.00
42378,-77.20,361.32,4104.00
42397,147.59,435.75,131328.00
42417,-75.09,360.46,4104.00
42436,146.99,433.23,131328.00
42456,-75.02,358.94,4104.00
42475,153.22,437.73,131328.00
42495,-74.75,358.08,4104.00
42514,145.07,434.42,131328.00
42534,-75.15,357.75,4104.00
42553,153.48,437.00,131328.00
42573,-74.82,356.29,4104.00
42592,145.40,431.84,131328.00
42612,-75.95,354.24,4104.00
42631,143.81,431.58,131328.00
42651,-74.62,352.85,4104.00
42670,149.18,431.11,131328.00
42690,-75.28,351.46,4104.00
42709,146.33,432.30,131328.00
42729,-75.75,350.46,4104.00
42748,150.57,430.65,131328.00
42768,-75.35,348.21,4104.00
42787,150.50,430.85,131328.00
42807,-75.09,347.49,4104.00
42826,150.10,432.63,131328.00
42846,-76.01,347.55,4104.00
42865,141.50,427.27,131328.00
42884,-74.89,345.83,4104.00
42904,146.60,429.85,131328.00
42923,-74.95,344.90,4104.00
42943,142.03,425.62,131328.00
42962,-74.89,341.86,4104.00
42982,148.32,428.13,131328.00
43001,-73.83,341.99,4104.00
43021,142.89,426.34,131328.00
43040,-73.96,340.86,4104.00
43060,149.31,425.95,131328.00
43079,-76.34,338.74,4104.00
43099,140.70,422.70,131328.00
43118,-74.82,338.28,4104.00
43138,146.07,423.17,131328.00
43157,-74.82,337.55,4104.00
43177,142.09,425.15,131328.00
43196,-75.42,336.69,4104.00
43216,142.16,424.29,131328.00
43235,-75.28,336.43,4104.00
43255,145.40,425.95,131328.00
43274,-73.76,335.04,4104.00
43294,147.19,422.57,131328.00
43313,-75.81,335.04,4104.00
43333,144.41,425.68,131328.00
43352,-76.34,333.78,4104.00
43372,138.72,420.25,131328.00
43391,-76.21,332.65,4104.00
43411,140.11,422.50,131328.00
43430,-75.48,332.52,4104.00
43450,141.23,423.10,131328.00
43469,-75.81,331.00,4104.00
43489,141.03,422.37,131328.00
43508,-76.41,330.53,4104.00
43528,141.43,418.07,131328.00
43547,-76.54,329.94,4104.00
43567,145.73,422.84,131328.00
43586,-76.14,329.08,4104.00
43606,138.65,418.33,131328.00
43625,-74.36,328.42,4104.00
43645,140.11,421.05,131328.00
43664,-75.88,327.55,4104.00
43684,139.31,420.25,131328.00
43703,-76.87,327.42,4104.00
43723,137.46,416.02,131328.00
43742,-78.73,325.37,4104.00
43762,143.48,421.51,131328.00
43781,-76.28,324.77,4104.00
43801,139.18,418.73,131328.00
43820,-76.08,323.45,4104.00
43840,143.28,420.78,131328.00
43859,-76.87,323.58,4104.00
43879,136.13,415.35,131328.00
43898,-76.87,322.13,4104.00
43918,135.27,415.15,131328.00
43937,-75.88,322.19,4104.00
43957,140.37,418.53,131328.00
43976,-76.48,321.46,4104.00
43996,135.87,412.70,131328.00
44015,-76.28,320.60,4104.00
44035,137.79,417.80,131328.00
44054,-77.67,320.21,4104.00
44074,142.75,417.07,131328.00
44093,-78.00,319.21,4104.00
44113,143.15,418.27,131328.00
44132,-76.81,318.88,4104.00
44152,139.91,413.83,131328.00
44171,-78.06,318.55,4104.00
44191,134.68,413.70,131328.00
44210,-76.94,318.02,4104.00
44230,137.13,415.35,131328.00
44249,-75.81,317.82,4104.00
44269,135.34,411.12,131328.00
44288,-76.74,317.29,4104.00
44307,142.16,417.34,131328.00
44327,-76.21,317.49,4104.00
44346,134.41,412.24,131328.00
44366,-77.47,315.90,4104.00
44385,136.66,415.22,131328.00
44405,-77.54,316.36,4104.00
44424,135.87,410.98,131328.00
44444,-79.12,315.11,4104.00
44463,142.29,415.15,131328.00
44483,-77.27,314.25,4104.00
44502,134.48,413.96,131328.00
44522,-77.80,315.04,4104.00
44541,135.47,415.22,131328.00
44561,-78.20,315.17,4104.00
44580,137.19,411.38,131328.00
44600,-78.59,313.45,4104.00
44619,135.93,414.36,131328.00
44639,-77.20,313.85,4104.00
44658,135.27,414.49,131328.00
44678,-76.21,314.05,4104.00
44697,137.99,412.44,131328.00
44717,-76.81,313.98,4104.00
44736,134.54,410.59,131328.00
44756,-76.14,314.11,4104.00
44775,135.27,414.29,131328.00
44795,-78.13,314.64,4104.00
44814,139.05,417.14,131328.00
44834,-77.93,314.05,4104.00
44853,135.41,415.62,131328.00
44873,-77.07,313.85,4104.00
44892,132.89,412.77,131328.00
44912,-76.08,311.80,4104.00
44931,135.34,414.49,131328.00
44951,-77.40,311.99,4104.00
44970,132.89,410.52,131328.00
44990,-78.26,310.60,4104.00
45009,137.26,410.52,131328.00
45029,-78.06,309.28,4104.00
45048,136.60,413.90,131328.00
45068,-78.06,308.09,4104.00
45087,139.05,410.98,131328.00
45107,-77.40,306.10,4104.00
45126,135.41,408.20,131328.00
45146,-78.86,305.44,4104.00
45165,131.63,407.74,131328.00
45185,-77.01,305.70,4104.00
45204,139.05,410.72,131328.00
45224,-77.80,305.11,4104.00
45243,132.23,406.61,131328.00
45263,-77.34,306.23,4104.00
45282,136.20,411.31,131328.00
45302,-77.93,305.90,4104.00
45321,138.72,408.14,131328.00
45341,-78.26,306.37,4104.00
45360,138.19,409.73,131328.00
45380,-77.73,306.70,4104.00
45399,138.52,411.84,131328.00
45419,-78.33,306.57,4104.00
45438,134.48,410.59,131328.00
45458,-78.40,308.09,4104.00
45477,140.57,411.58,131328.00
45497,-77.87,308.49,4104.00
45516,131.63,408.27,131328.00
45536,-77.60,307.56,4104.00
45555,135.01,411.05,131328.00
45575,-78.79,309.74,4104.00
45594,131.96,410.32,131328.00
45614,-77.87,309.88,4104.00
45633,134.28,412.04,131328.00
45653,-77.87,311.33,4104.00
45672,136.93,409.59,131328.00
45692,-77.34,311.66,4104.00
45711,136.66,409.66,131328.00
45730,-77.47,312.59,4104.00
45750,133.82,410.25,131328.00
45769,-76.28,313.58,4104.00
45789,135.21,412.97,131328.00
45808,-78.59,314.64,4104.00
45828,134.15,412.17,131328.00
45847,-78.06,315.24,4104.00
45867,134.35,410.65,131328.00
45886,-76.74,316.50,4104.00
45906,137.52,414.23,131328.00
45925,-76.74,317.89,4104.00
45945,141.30,416.41,131328.00
45964,-76.28,319.08,4104.00
45984,141.70,415.09,131328.00
46003,-77.20,320.07,4104.00
46023,135.87,410.32,131328.00
46042,-76.94,319.68,4104.00
46062,134.61,413.70,131328.00
46081,-76.41,320.74,4104.00
46101,141.17,417.07,131328.00
46120,-75.28,321.13,4104.00
46140,142.69,414.89,131328.00
46159,-78.40,322.19,4104.00
46179,135.80,414.36,131328.00
46198,-76.74,323.58,4104.00
46218,136.07,412.04,131328.00
46237,-77.34,323.12,4104.00
46257,142.56,416.55,131328.00
46276,-76.28,325.44,4104.00
46296,143.62,418.80,131328.00
46315,-75.28,325.50,4104.00
46335,143.42,418.13,131328.00
46354,-76.01,328.02,4104.00
46374,144.28,420.12,131328.00
46393,-76.01,329.94,4104.00
46413,145.20,420.05,131328.00
46432,-77.07,330.73,4104.00
46452,138.85,418.20,131328.00
46471,-77.07,332.45,4104.00
46491,139.05,418.33,131328.00
46510,-76.94,333.45,4104.00
46530,147.26,423.36,131328.00
46549,-77.20,335.77,4104.00
46569,139.84,421.05,131328.00
46588,-77.73,336.56,4104.00
46608,139.91,422.77,131328.00
46627,-77.14,337.95,4104.00
46647,148.18,425.95,131328.00
46666,-77.34,339.67,4104.00
46686,147.46,428.66,131328.00
46705,-75.28,340.47,4104.00
46725,148.52,426.81,131328.00
46744,-77.67,340.20,4104.00
46764,148.85,427.14,131328.00
46783,-76.48,342.25,4104.00
46803,148.45,425.88,131328.00
46822,-76.41,342.52,4104.00
46842,143.42,424.23,131328.00
46861,-77.27,343.58,4104.00
46881,145.34,429.32,131328.00
46900,-77.20,345.83,4104.00
46920,149.84,429.13,131328.00
46939,-75.81,346.23,4104.00
46959,150.17,429.66,131328.00
46978,-76.08,348.41,4104.00
46998,149.31,432.90,131328.00
47017,-75.75,349.93,4104.00
47037,151.10,432.97,131328.00
47056,-75.95,350.40,4104.00
47076,147.65,433.56,131328.00
47095,-75.95,351.66,4104.00
47115,146.33,433.10,131328.00
47134,-75.35,353.25,4104.00
47153,147.79,434.75,131328.00
47173,-76.08,354.83,4104.00
47192,153.48,436.34,131328.00
47212,-77.60,355.83,4104.00
47231,152.95,437.53,131328.00
47251,-76.67,357.09,4104.00
47270,145.80,435.35,131328.00
47290,-77.20,357.75,4104.00
47309,153.68,438.86,131328.00
47329,-75.62,359.47,4104.00
47348,152.02,436.94,131328.00
47368,-75.81,361.79,4104.00
47387,146.20,436.54,131328.00
47407,-75.62,361.72,4104.00
47426,149.64,439.85,131328.00
47446,-75.81,362.58,4104.00
47465,155.00,440.32,131328.00
47485,-77.01,363.57,4104.00
47504,147.59,436.94,131328.00
47524,-76.01,364.17,4104.00
47543,147.99,437.93,131328.00
47563,-76.94,364.63,4104.00
47582,153.15,442.43,131328.00
47602,-76.67,366.55,4104.00
47621,154.67,444.16,131328.00
47641,-77.20,367.08,4104.00
47660,149.97,442.70,131328.00
47680,-76.74,369.86,4104.00
47699,157.59,445.68,131328.00
47719,-76.87,370.13,4104.00
47738,150.57,444.22,131328.00
47758,-77.20,372.12,4104.00
47777,150.17,444.16,131328.00
47797,-76.54,372.25,4104.00
47816,151.36,446.01,131328.00
47836,-76.87,374.10,4104.00
47855,152.95,447.86,131328.00
47875,-79.32,375.89,4104.00
47894,159.18,450.98,131328.00
47914,-76.61,377.15,4104.00
47933,151.03,447.40,131328.00
47953,-77.47,377.94,4104.00
47972,158.78,450.84,131328.00
47992,-77.14,379.80,4104.00
48011,160.24,451.51,131328.00
48031,-77.20,380.19,4104.00
48050,159.84,453.43,131328.00
48070,-77.73,379.93,4104.00
48089,160.37,453.36,131328.00
48109,-76.94,382.38,4104.00
48128,152.89,451.24,131328.00
48148,-78.06,381.72,4104.00
48167,158.38,453.09,131328.00
48187,-78.13,382.18,4104.00
48206,160.24,451.44,131328.00
48226,-78.73,382.84,4104.00
48245,154.67,452.76,131328.00
48265,-77.14,384.37,4104.00
48284,159.77,455.81,131328.00
48304,-77.67,385.29,4104.00
48323,154.87,451.84,131328.00
48343,-78.00,386.09,4104.00
48362,155.40,455.28,131328.00
48382,-78.40,387.01,4104.00
48401,162.62,458.19,131328.00
48421,-77.73,387.94,4104.00
48440,163.35,458.52,131328.00
48460,-78.46,390.06,4104.00
48479,161.23,460.05,131328.00
48499,-78.33,389.66,4104.00
48518,161.49,460.84,131328.00
48538,-78.66,389.80,4104.00
48557,163.81,459.72,131328.00
48576,-80.78,391.78,4104.00
48596,161.49,461.30,131328.00
48615,-79.26,392.44,4104.00
48635,157.19,457.66,131328.00
48654,-76.94,391.98,4104.00
48674,158.58,456.93,131328.00
48693,-79.19,391.98,4104.00
48713,164.14,459.32,131328.00
48732,-78.73,392.71,4104.00
48752,164.21,461.17,131328.00
48771,-78.59,392.58,4104.00
48791,164.08,460.11,131328.00
48810,-78.86,393.30,4104.00
48830,164.67,462.76,131328.00
48849,-77.20,393.37,4104.00
48869,157.92,457.86,131328.00
48888,-79.85,394.23,4104.00
48908,157.98,459.05,131328.00
48927,-77.34,393.83,4104.00
48947,160.04,462.36,131328.00
48966,-79.99,395.89,4104.00
48986,157.45,459.38,131328.00
49005,-78.79,395.89,4104.00
49025,164.54,463.23,131328.00
49044,-79.59,396.09,4104.00
49064,165.20,465.48,131328.00
49083,-79.12,397.34,4104.00
49103,158.84,458.59,131328.00
49122,-79.19,398.34,4104.00
49142,159.18,460.18,131328.00
49161,-79.65,397.67,4104.00
49181,161.03,463.95,131328.00
49200,-79.06,397.67,4104.00
49220,159.04,462.36,131328.00
49239,-78.59,398.01,4104.00
49259,162.49,465.48,131328.00
49278,-79.52,396.81,4104.00
49298,161.23,460.51,131328.00
49317,-80.05,398.01,4104.00
49337,165.20,465.34,131328.00
49356,-79.06,397.01,4104.00
49376,158.51,459.52,131328.00
49395,-78.13,396.22,4104.00
49415,165.80,462.17,131328.00
49434,-79.79,395.89,4104.00
49454,165.20,461.44,131328.00
49473,-78.93,396.02,4104.00
49493,165.20,461.24,131328.00
49512,-79.32,395.95,4104.00
49532,160.10,462.03,131328.00
