ax,ay,az
187000,0.09,-0.31,0.94
187009,0.09,-0.31,0.94
187019,0.09,-0.32,0.95
187028,0.08,-0.33,0.95
187038,0.08,-0.33,0.95
187048,0.08,-0.33,0.95
187057,0.09,-0.33,0.95
187067,0.09,-0.33,0.94
187076,0.09,-0.33,0.94
187086,0.09,-0.32,0.94
187096,0.09,-0.32,0.94
187105,0.09,-0.32,0.94
187115,0.09,-0.32,0.95
187125,0.08,-0.32,0.94
187134,0.08,-0.33,0.94
187144,0.09,-0.33,0.94
187153,0.09,-0.33,0.94
187163,0.09,-0.33,0.94
187173,0.09,-0.33,0.94
187182,0.09,-0.33,0.94
187192,0.09,-0.32,0.93
187201,0.09,-0.32,0.94
187211,0.09,-0.32,0.94
187221,0.09,-0.32,0.94
187230,0.09,-0.32,0.94
187240,0.09,-0.33,0.94
187250,0.08,-0.33,0.94
187259,0.08,-0.33,0.94
187269,0.09,-0.32,0.94
187278,0.09,-0.32,0.94
187288,0.09,-0.32,0.94
187298,0.09,-0.32,0.94
187307,0.09,-0.33,0.94
187317,0.09,-0.33,0.94
187326,0.09,-0.33,0.94
187336,0.09,-0.33,0.94
187346,0.09,-0.33,0.94
187355,0.09,-0.33,0.94
187365,0.09,-0.33,0.94
187375,0.09,-0.33,0.94
187384,0.09,-0.33,0.94
187394,0.09,-0.33,0.94
187403,0.09,-0.32,0.94
187413,0.09,-0.32,0.94
187423,0.09,-0.32,0.93
187432,0.09,-0.32,0.94
187442,0.10,-0.32,0.94
187451,0.09,-0.32,0.94
187461,0.09,-0.31,0.95
187471,0.08,-0.31,0.95
187480,0.08,-0.31,0.95
187490,0.08,-0.32,0.95
187500,0.08,-0.32,0.95
187509,0.08,-0.33,0.94
187519,0.09,-0.33,0.94
187528,0.09,-0.33,0.94
187538,0.09,-0.33,0.94
187548,0.09,-0.33,0.93
187557,0.09,-0.33,0.93
187567,0.08,-0.32,0.93
187576,0.09,-0.32,0.93
187586,0.09,-0.31,0.93
187596,0.10,-0.30,0.93
187605,0.10,-0.30,0.93
187615,0.09,-0.30,0.94
187625,0.09,-0.31,0.94
187634,0.09,-0.32,0.95
187644,0.08,-0.33,0.95
187653,0.08,-0.34,0.95
187663,0.08,-0.34,0.95
187673,0.08,-0.33,0.95
187682,0.08,-0.33,0.95
187692,0.09,-0.32,0.95
187701,0.09,-0.32,0.95
187711,0.09,-0.32,0.95
187721,0.08,-0.33,0.95
187730,0.08,-0.33,0.95
187740,0.08,-0.32,0.95
187750,0.09,-0.32,0.95
187759,0.09,-0.33,0.94
187769,0.09,-0.33,0.94
187778,0.09,-0.34,0.93
187788,0.09,-0.34,0.93
187798,0.09,-0.33,0.94
187807,0.08,-0.32,0.94
187817,0.09,-0.31,0.94
187826,0.09,-0.30,0.93
187836,0.09,-0.30,0.93
187846,0.09,-0.30,0.93
187855,0.09,-0.31,0.93
187865,0.09,-0.32,0.94
187875,0.09,-0.32,0.94
187884,0.09,-0.33,0.94
187894,0.09,-0.33,0.94
187903,0.09,-0.33,0.94
187913,0.09,-0.33,0.93
187923,0.09,-0.33,0.94
187932,0.09,-0.33,0.94
187942,0.09,-0.33,0.94
187951,0.09,-0.32,0.94
187961,0.09,-0.33,0.94
187971,0.08,-0.32,0.94
187980,0.08,-0.32,0.94
187990,0.08,-0.32,0.95
188000,0.09,-0.31,0.95
188009,0.09,-0.31,0.94
188019,0.09,-0.32,0.94
188028,0.09,-0.32,0.93
188038,0.09,-0.32,0.93
188048,0.09,-0.31,0.94
188057,0.09,-0.31,0.94
188067,0.09,-0.31,0.94
188076,0.08,-0.31,0.95
188086,0.09,-0.32,0.95
188096,0.09,-0.33,0.94
188105,0.09,-0.34,0.94
188115,0.09,-0.34,0.93
188125,0.10,-0.34,0.93
188134,0.10,-0.34,0.93
188144,0.10,-0.33,0.92
188153,0.10,-0.33,0.92
188163,0.10,-0.33,0.93
188173,0.10,-0.33,0.93
188182,0.10,-0.32,0.93
188192,0.10,-0.32,0.93
188201,0.10,-0.33,0.94
188211,0.09,-0.33,0.94
188221,0.09,-0.33,0.95
188230,0.08,-0.34,0.95
188240,0.08,-0.34,0.95
188250,0.07,-0.35,0.95
188259,0.07,-0.35,0.95
188269,0.07,-0.34,0.95
188278,0.07,-0.34,0.95
188288,0.07,-0.33,0.95
188298,0.07,-0.33,0.95
188307,0.07,-0.32,0.95
188317,0.07,-0.32,0.95
188326,0.07,-0.31,0.95
188336,0.07,-0.31,0.95
188346,0.07,-0.32,0.95
188355,0.06,-0.33,0.95
188365,0.06,-0.34,0.95
188375,0.06,-0.35,0.95
188384,0.05,-0.35,0.94
188394,0.06,-0.35,0.94
188403,0.06,-0.34,0.94
188413,0.07,-0.33,0.93
188423,0.07,-0.32,0.92
188432,0.08,-0.32,0.92
188442,0.08,-0.32,0.91
188451,0.08,-0.32,0.91
188461,0.08,-0.33,0.91
188471,0.08,-0.33,0.91
188480,0.08,-0.33,0.91
188490,0.09,-0.32,0.91
188500,0.10,-0.31,0.91
188509,0.11,-0.31,0.91
188519,0.12,-0.31,0.92
188528,0.12,-0.32,0.92
188538,0.12,-0.33,0.93
188548,0.12,-0.34,0.94
188557,0.12,-0.35,0.95
188567,0.11,-0.36,0.96
188576,0.11,-0.36,0.97
188586,0.11,-0.37,0.98
188596,0.11,-0.37,0.99
188605,0.11,-0.38,0.99
188615,0.11,-0.38,0.99
188625,0.10,-0.38,0.99
188634,0.10,-0.38,0.98
188644,0.10,-0.37,0.98
188653,0.10,-0.37,0.98
188663,0.10,-0.36,0.97
188673,0.09,-0.35,0.96
188682,0.09,-0.34,0.96
188692,0.10,-0.34,0.95
188701,0.10,-0.34,0.93
188711,0.11,-0.34,0.91
188721,0.11,-0.35,0.90
188730,0.12,-0.35,0.89
188740,0.12,-0.36,0.88
188750,0.13,-0.36,0.87
188759,0.13,-0.35,0.87
188769,0.13,-0.35,0.87
188778,0.14,-0.35,0.87
188788,0.14,-0.35,0.87
188798,0.14,-0.35,0.88
188807,0.14,-0.35,0.88
188817,0.14,-0.35,0.89
188826,0.14,-0.35,0.90
188836,0.14,-0.36,0.90
188846,0.14,-0.36,0.91
188855,0.14,-0.37,0.92
188865,0.13,-0.38,0.93
188875,0.13,-0.39,0.94
188884,0.13,-0.40,0.94
188894,0.12,-0.40,0.95
188903,0.12,-0.40,0.95
188913,0.12,-0.40,0.96
188923,0.12,-0.40,0.95
188932,0.12,-0.40,0.95
188942,0.12,-0.39,0.94
188951,0.12,-0.39,0.94
188961,0.12,-0.39,0.94
188971,0.12,-0.39,0.93
188980,0.12,-0.39,0.92
188990,0.12,-0.39,0.91
189000,0.13,-0.38,0.90
189009,0.13,-0.38,0.90
189019,0.13,-0.38,0.89
189028,0.13,-0.38,0.90
189038,0.13,-0.38,0.90
189048,0.13,-0.38,0.90
189057,0.13,-0.38,0.90
189067,0.13,-0.38,0.91
189076,0.13,-0.39,0.92
189086,0.13,-0.39,0.92
189096,0.13,-0.40,0.92
189105,0.13,-0.40,0.93
189115,0.13,-0.39,0.93
189125,0.13,-0.39,0.93
189134,0.13,-0.39,0.94
189144,0.13,-0.39,0.94
189153,0.12,-0.40,0.94
189163,0.12,-0.40,0.95
189173,0.12,-0.40,0.95
189182,0.12,-0.40,0.94
189192,0.13,-0.40,0.93
189201,0.13,-0.40,0.93
189211,0.14,-0.39,0.92
189221,0.14,-0.39,0.92
189230,0.14,-0.40,0.92
189240,0.14,-0.40,0.92
189250,0.13,-0.41,0.91
189259,0.13,-0.41,0.91
189269,0.13,-0.41,0.91
189278,0.13,-0.40,0.91
189288,0.13,-0.39,0.91
189298,0.13,-0.39,0.91
189307,0.13,-0.38,0.91
189317,0.13,-0.37,0.91
189326,0.13,-0.37,0.90
189336,0.13,-0.38,0.90
189346,0.13,-0.38,0.89
189355,0.14,-0.39,0.89
189365,0.14,-0.40,0.89
189375,0.14,-0.40,0.89
189384,0.14,-0.40,0.89
189394,0.14,-0.40,0.90
189403,0.14,-0.39,0.91
189413,0.13,-0.39,0.92
189423,0.13,-0.38,0.92
189432,0.13,-0.37,0.92
189442,0.14,-0.37,0.92
189451,0.14,-0.36,0.92
189461,0.14,-0.37,0.92
189471,0.14,-0.37,0.92
189480,0.13,-0.38,0.92
189490,0.13,-0.39,0.93
189500,0.13,-0.40,0.92
189509,0.13,-0.40,0.92
189519,0.13,-0.40,0.92
189528,0.13,-0.39,0.92
189538,0.13,-0.38,0.92
189548,0.13,-0.38,0.92
189557,0.12,-0.37,0.92
189567,0.12,-0.37,0.91
189576,0.12,-0.36,0.91
189586,0.12,-0.36,0.92
189596,0.11,-0.36,0.92
189605,0.11,-0.35,0.93
189615,0.11,-0.35,0.93
189625,0.10,-0.35,0.94
189634,0.10,-0.35,0.95
189644,0.09,-0.35,0.95
189653,0.09,-0.35,0.96
189663,0.08,-0.36,0.97
189673,0.07,-0.36,0.97
189682,0.06,-0.36,0.96
189692,0.06,-0.36,0.96
189701,0.06,-0.35,0.95
189711,0.07,-0.34,0.94
189721,0.08,-0.32,0.93
189730,0.08,-0.31,0.92
189740,0.09,-0.29,0.91
189750,0.09,-0.28,0.90
189759,0.10,-0.27,0.90
189769,0.10,-0.28,0.90
189778,0.11,-0.29,0.91
189788,0.11,-0.31,0.91
189798,0.11,-0.33,0.91
189807,0.12,-0.35,0.91
189817,0.13,-0.36,0.90
189826,0.14,-0.36,0.90
189836,0.16,-0.36,0.89
189846,0.17,-0.36,0.89
189855,0.18,-0.36,0.88
189865,0.18,-0.37,0.88
189875,0.18,-0.37,0.88
189884,0.18,-0.38,0.89
189894,0.17,-0.37,0.90
189903,0.17,-0.37,0.91
189913,0.17,-0.36,0.93
189923,0.15,-0.35,0.95
189932,0.13,-0.35,0.97
189942,0.11,-0.35,1.00
189951,0.10,-0.33,1.01
189961,0.08,-0.37,1.03
189971,0.07,-0.37,1.02
189980,0.07,-0.37,1.00
189990,0.07,-0.38,0.98
190000,0.07,-0.38,0.96
190009,0.08,-0.37,0.94
190019,0.09,-0.35,0.92
190028,0.09,-0.34,0.90
190038,0.10,-0.32,0.89
190048,0.11,-0.31,0.87
190057,0.12,-0.30,0.86
190067,0.13,-0.30,0.85
190076,0.13,-0.31,0.85
190086,0.13,-0.32,0.86
190096,0.12,-0.34,0.87
190105,0.11,-0.35,0.89
190115,0.10,-0.36,0.90
190125,0.09,-0.36,0.92
190134,0.08,-0.37,0.93
190144,0.06,-0.37,0.94
190153,0.05,-0.36,0.95
190163,0.05,-0.34,0.95
190173,0.05,-0.32,0.94
190182,0.06,-0.29,0.94
190192,0.07,-0.27,0.93
190201,0.09,-0.27,0.92
190211,0.10,-0.27,0.91
190221,0.11,-0.28,0.90
190230,0.12,-0.29,0.90
190240,0.12,-0.31,0.91
190250,0.12,-0.31,0.91
190259,0.12,-0.32,0.93
190269,0.11,-0.33,0.94
190278,0.10,-0.34,0.95
190288,0.10,-0.34,0.96
190298,0.09,-0.34,0.97
190307,0.07,-0.33,0.98
190317,0.06,-0.32,0.99
190326,0.06,-0.31,1.00
190336,0.06,-0.30,1.00
190346,0.06,-0.29,1.00
190355,0.06,-0.28,1.00
190365,0.06,-0.27,1.00
190375,0.07,-0.27,1.00
190384,0.07,-0.28,1.00
190394,0.07,-0.29,1.00
190403,0.07,-0.31,1.00
190413,0.07,-0.34,1.00
190423,0.06,-0.36,1.00
190432,0.05,-0.38,1.00
190442,0.05,-0.38,0.99
190451,0.06,-0.38,0.98
190461,0.07,-0.36,0.96
190471,0.09,-0.34,0.93
190480,0.10,-0.31,0.91
190490,0.12,-0.29,0.89
190500,0.12,-0.28,0.88
190509,0.13,-0.27,0.89
190519,0.12,-0.26,0.90
190528,0.12,-0.26,0.91
190538,0.11,-0.25,0.92
190548,0.11,-0.25,0.93
190557,0.11,-0.28,0.93
190567,0.11,-0.30,0.93
190576,0.11,-0.33,0.94
190586,0.10,-0.36,0.94
190596,0.08,-0.39,0.94
190605,0.07,-0.40,0.94
190615,0.06,-0.41,0.95
190625,0.06,-0.41,0.95
190634,0.05,-0.39,0.96
190644,0.04,-0.38,0.96
190653,0.03,-0.35,0.96
190663,0.03,-0.33,0.96
190673,0.02,-0.31,0.95
190682,0.03,-0.29,0.95
190692,0.03,-0.28,0.94
190701,0.03,-0.28,0.94
190711,0.03,-0.28,0.95
190721,0.02,-0.29,0.96
190730,0.01,-0.29,0.97
190740,0.01,-0.30,0.97
190750,0.02,-0.30,0.97
190759,0.03,-0.30,0.97
190769,0.04,-0.31,0.97
190778,0.05,-0.32,0.97
190788,0.05,-0.33,0.97
190798,0.05,-0.34,0.97
190807,0.06,-0.33,0.97
190817,0.06,-0.33,0.96
190826,0.07,-0.33,0.96
190836,0.07,-0.32,0.95
190846,0.06,-0.33,0.96
190855,0.06,-0.33,0.96
190865,0.04,-0.33,0.96
190875,0.04,-0.33,0.97
190884,0.03,-0.32,0.97
190894,0.03,-0.32,0.97
190903,0.03,-0.32,0.97
190913,0.03,-0.32,0.97
190923,-0.01,-0.33,0.97
190932,0.04,-0.30,0.96
190942,0.05,-0.31,0.98
190951,0.03,-0.32,0.98
190961,0.02,-0.33,0.97
190971,0.03,-0.34,0.98
190980,0.03,-0.36,0.98
190990,0.03,-0.36,0.97
191000,0.03,-0.36,0.97
191009,0.04,-0.36,0.96
191019,0.04,-0.36,0.95
191028,0.05,-0.35,0.94
191038,0.05,-0.34,0.94
191048,0.04,-0.34,0.94
191057,0.03,-0.33,0.95
191067,0.03,-0.31,0.95
191076,0.03,-0.30,0.96
191086,0.02,-0.30,0.96
191096,0.02,-0.30,0.95
191105,0.02,-0.30,0.94
191115,0.03,-0.30,0.93
191125,0.05,-0.29,0.93
191134,0.06,-0.29,0.92
191144,0.07,-0.30,0.91
191153,0.07,-0.32,0.91
191163,0.07,-0.34,0.92
191173,0.07,-0.37,0.93
191182,0.06,-0.39,0.93
191192,0.05,-0.41,0.94
191201,0.04,-0.41,0.93
191211,0.04,-0.40,0.93
191221,0.05,-0.38,0.92
191230,0.05,-0.37,0.90
191240,0.06,-0.35,0.89
191250,0.06,-0.34,0.88
191259,0.07,-0.34,0.87
191269,0.07,-0.34,0.87
191278,0.07,-0.35,0.86
191288,0.08,-0.35,0.85
191298,0.09,-0.35,0.85
191307,0.10,-0.35,0.84
191317,0.10,-0.36,0.85
191326,0.10,-0.36,0.85
191336,0.10,-0.37,0.86
191346,0.10,-0.36,0.87
191355,0.10,-0.35,0.89
191365,0.10,-0.34,0.91
191375,0.10,-0.34,0.93
191384,0.10,-0.35,0.95
191394,0.09,-0.37,0.96
191403,0.09,-0.38,0.97
191413,0.08,-0.40,0.97
191423,0.08,-0.41,0.97
191432,0.09,-0.41,0.96
191442,0.10,-0.42,0.95
191451,0.11,-0.42,0.94
191461,0.12,-0.42,0.93
191471,0.13,-0.42,0.92
191480,0.14,-0.41,0.91
191490,0.14,-0.39,0.90
191500,0.15,-0.37,0.90
191509,0.15,-0.35,0.90
191519,0.15,-0.34,0.90
191528,0.15,-0.34,0.90
191538,0.14,-0.34,0.91
191548,0.13,-0.35,0.92
191557,0.12,-0.35,0.92
191567,0.11,-0.36,0.93
191576,0.10,-0.37,0.94
191586,0.10,-0.38,0.94
191596,0.10,-0.39,0.94
191605,0.10,-0.39,0.93
191615,0.10,-0.39,0.92
191625,0.11,-0.39,0.92
191634,0.11,-0.40,0.91
191644,0.11,-0.41,0.90
191653,0.11,-0.41,0.89
191663,0.12,-0.41,0.88
191673,0.13,-0.39,0.87
191682,0.13,-0.38,0.85
191692,0.14,-0.36,0.84
191701,0.15,-0.35,0.84
191711,0.14,-0.34,0.85
191721,0.14,-0.33,0.87
191730,0.13,-0.34,0.89
191740,0.12,-0.35,0.90
191750,0.12,-0.37,0.91
191759,0.12,-0.38,0.92
191769,0.13,-0.40,0.92
191778,0.13,-0.40,0.92
191788,0.14,-0.40,0.92
191798,0.14,-0.40,0.92
191807,0.15,-0.41,0.93
191817,0.14,-0.41,0.93
191826,0.14,-0.41,0.93
191836,0.14,-0.41,0.93
191846,0.14,-0.40,0.93
191855,0.14,-0.40,0.93
191865,0.15,-0.41,0.93
191875,0.15,-0.41,0.92
191884,0.15,-0.42,0.91
191894,0.16,-0.42,0.90
191903,0.16,-0.42,0.89
191913,0.16,-0.42,0.88
191923,0.16,-0.41,0.88
191932,0.16,-0.41,0.87
191942,0.16,-0.40,0.88
191951,0.16,-0.39,0.88
191961,0.16,-0.39,0.88
191971,0.16,-0.39,0.87
191980,0.16,-0.39,0.87
191990,0.16,-0.40,0.87
192000,0.15,-0.40,0.87
192009,0.15,-0.41,0.87
192019,0.15,-0.41,0.88
192028,0.15,-0.41,0.88
192038,0.16,-0.41,0.88
192048,0.16,-0.41,0.88
192057,0.15,-0.42,0.89
192067,0.14,-0.43,0.90
192076,0.13,-0.43,0.91
192086,0.11,-0.44,0.93
192096,0.10,-0.43,0.95
192105,0.09,-0.42,0.95
192115,0.09,-0.42,0.94
192125,0.09,-0.42,0.93
192134,0.10,-0.42,0.92
192144,0.12,-0.43,0.92
192153,0.14,-0.46,0.92
192163,0.14,-0.49,0.91
192173,0.14,-0.52,0.91
192182,0.13,-0.54,0.91
192192,0.13,-0.55,0.91
192201,0.12,-0.55,0.91
192211,0.12,-0.55,0.91
192221,0.12,-0.54,0.90
192230,0.11,-0.53,0.89
192240,0.11,-0.50,0.87
192250,0.11,-0.47,0.86
192259,0.11,-0.44,0.86
192269,0.10,-0.43,0.86
192278,0.09,-0.42,0.86
192288,0.08,-0.42,0.87
192298,0.06,-0.43,0.88
192307,0.05,-0.43,0.89
192317,0.04,-0.44,0.90
192326,0.04,-0.46,0.90
192336,0.04,-0.48,0.89
192346,0.05,-0.51,0.88
192355,0.04,-0.53,0.87
192365,0.04,-0.54,0.86
192375,0.03,-0.53,0.85
192384,0.03,-0.51,0.83
192394,0.03,-0.49,0.83
192403,0.03,-0.47,0.84
192413,0.01,-0.47,0.84
192423,-0.01,-0.47,0.85
192432,-0.03,-0.48,0.86
192442,-0.05,-0.49,0.87
192451,-0.06,-0.48,0.87
192461,-0.07,-0.48,0.88
192471,-0.07,-0.48,0.88
192480,-0.07,-0.47,0.86
192490,-0.06,-0.47,0.85
192500,-0.06,-0.48,0.84
192509,-0.05,-0.49,0.82
192519,-0.05,-0.49,0.80
192528,-0.04,-0.49,0.80
192538,-0.04,-0.49,0.80
192548,-0.04,-0.49,0.80
192557,-0.04,-0.49,0.80
192567,-0.06,-0.52,0.81
192576,-0.07,-0.53,0.81
192586,-0.07,-0.53,0.83
192596,-0.08,-0.52,0.84
192605,-0.09,-0.52,0.85
192615,-0.08,-0.51,0.86
192625,-0.08,-0.52,0.86
192634,-0.09,-0.53,0.86
192644,-0.10,-0.53,0.86
192653,-0.10,-0.54,0.87
192663,-0.11,-0.55,0.87
192673,-0.11,-0.55,0.87
192682,-0.11,-0.56,0.87
192692,-0.10,-0.56,0.86
192701,-0.09,-0.57,0.85
192711,-0.09,-0.58,0.84
192721,-0.08,-0.57,0.84
192730,-0.08,-0.57,0.84
192740,-0.07,-0.57,0.85
192750,-0.06,-0.58,0.84
192759,-0.06,-0.59,0.85
192769,-0.08,-0.59,0.85
192778,-0.09,-0.58,0.85
192788,-0.09,-0.56,0.86
192798,-0.08,-0.53,0.86
192807,-0.08,-0.52,0.86
192817,-0.06,-0.50,0.86
192826,-0.05,-0.50,0.86
192836,-0.04,-0.50,0.86
192846,-0.03,-0.51,0.86
192855,-0.01,-0.53,0.85
192865,-0.00,-0.55,0.85
192875,-0.01,-0.56,0.86
192884,-0.01,-0.56,0.88
192894,-0.01,-0.56,0.89
192903,-0.02,-0.55,0.91
192913,-0.03,-0.55,0.91
192923,-0.03,-0.55,0.91
192932,-0.03,-0.54,0.91
192942,-0.02,-0.54,0.90
192951,-0.02,-0.54,0.89
192961,-0.01,-0.53,0.87
192971,0.00,-0.52,0.86
192980,0.01,-0.51,0.85
192990,0.01,-0.51,0.84
193000,0.01,-0.51,0.84
193009,0.01,-0.51,0.84
193019,-0.00,-0.50,0.84
193028,-0.01,-0.49,0.84
193038,-0.02,-0.48,0.86
193048,-0.01,-0.48,0.87
193057,-0.01,-0.49,0.87
193067,-0.01,-0.49,0.88
193076,-0.01,-0.49,0.87
193086,0.00,-0.49,0.86
193096,0.01,-0.49,0.86
193105,0.02,-0.48,0.85
193115,0.02,-0.48,0.85
193125,0.01,-0.48,0.86
193134,0.01,-0.47,0.87
193144,-0.00,-0.46,0.88
193153,-0.01,-0.45,0.89
193163,-0.01,-0.45,0.89
193173,-0.01,-0.45,0.89
193182,-0.02,-0.44,0.88
193192,-0.02,-0.43,0.88
193201,-0.02,-0.42,0.88
193211,-0.02,-0.41,0.88
193221,-0.02,-0.41,0.88
193230,-0.03,-0.42,0.87
193240,-0.03,-0.43,0.86
193250,-0.03,-0.42,0.84
193259,-0.02,-0.41,0.84
193269,-0.01,-0.41,0.84
193278,-0.00,-0.41,0.85
193288,-0.00,-0.41,0.85
193298,-0.00,-0.42,0.85
193307,0.00,-0.43,0.84
193317,0.01,-0.43,0.84
193326,0.02,-0.44,0.84
193336,0.03,-0.43,0.84
193346,0.03,-0.43,0.86
193355,0.03,-0.44,0.88
193365,0.02,-0.45,0.91
193375,0.01,-0.46,0.93
193384,-0.01,-0.47,0.94
193394,-0.03,-0.47,0.95
193403,-0.03,-0.47,0.95
193413,-0.04,-0.46,0.95
193423,-0.04,-0.45,0.94
193432,-0.03,-0.44,0.93
193442,-0.03,-0.43,0.91
193451,-0.04,-0.43,0.90
193461,-0.05,-0.43,0.89
193471,-0.05,-0.43,0.88
193480,-0.05,-0.43,0.87
193490,-0.06,-0.43,0.87
193500,-0.06,-0.44,0.87
193509,-0.07,-0.45,0.87
193519,-0.08,-0.46,0.87
193528,-0.09,-0.46,0.86
193538,-0.09,-0.45,0.86
193548,-0.10,-0.44,0.86
193557,-0.10,-0.43,0.86
193567,-0.10,-0.42,0.86
193576,-0.11,-0.41,0.85
193586,-0.11,-0.40,0.85
193596,-0.11,-0.40,0.84
193605,-0.11,-0.39,0.84
193615,-0.10,-0.39,0.84
193625,-0.09,-0.40,0.84
193634,-0.09,-0.40,0.84
193644,-0.08,-0.41,0.84
193653,-0.07,-0.42,0.84
193663,-0.07,-0.44,0.84
193673,-0.07,-0.44,0.85
193682,-0.07,-0.45,0.86
193692,-0.05,-0.45,0.86
193701,-0.08,-0.49,0.88
193711,-0.10,-0.50,0.89
193721,-0.08,-0.50,0.90
193730,-0.09,-0.49,0.92
193740,-0.09,-0.49,0.94
193750,-0.09,-0.49,0.94
193759,-0.09,-0.50,0.94
193769,-0.10,-0.51,0.92
193778,-0.10,-0.51,0.91
193788,-0.10,-0.52,0.89
193798,-0.10,-0.52,0.88
193807,-0.10,-0.52,0.87
193817,-0.10,-0.52,0.86
193826,-0.10,-0.52,0.85
193836,-0.09,-0.51,0.85
193846,-0.08,-0.50,0.84
193855,-0.08,-0.49,0.84
193865,-0.08,-0.48,0.85
193875,-0.08,-0.48,0.85
193884,-0.08,-0.48,0.85
193894,-0.07,-0.49,0.85
193903,-0.06,-0.51,0.85
193913,-0.05,-0.54,0.85
193923,-0.04,-0.56,0.85
193932,-0.05,-0.57,0.85
193942,-0.06,-0.57,0.86
193951,-0.05,-0.57,0.87
193961,-0.05,-0.56,0.87
193971,-0.05,-0.55,0.87
193980,-0.05,-0.54,0.85
193990,-0.05,-0.52,0.83
194000,-0.03,-0.51,0.82
194009,-0.01,-0.50,0.80
194019,0.01,-0.50,0.79
194028,0.03,-0.51,0.78
194038,0.04,-0.51,0.77
194048,0.04,-0.51,0.76
194057,0.04,-0.51,0.76
194067,0.04,-0.50,0.77
194076,0.05,-0.50,0.77
194086,0.06,-0.51,0.78
194096,0.07,-0.51,0.79
194105,0.08,-0.53,0.80
194115,0.09,-0.53,0.80
194125,0.10,-0.54,0.80
194134,0.10,-0.54,0.81
194144,0.10,-0.53,0.81
194153,0.09,-0.52,0.82
194163,0.08,-0.51,0.83
194173,0.08,-0.51,0.85
194182,0.07,-0.51,0.87
194192,0.06,-0.52,0.88
194201,0.05,-0.52,0.88
194211,0.05,-0.52,0.89
194221,0.05,-0.52,0.89
194230,0.06,-0.51,0.89
194240,0.06,-0.51,0.87
194250,0.07,-0.51,0.85
194259,0.08,-0.51,0.82
194269,0.10,-0.51,0.79
194278,0.12,-0.51,0.77
194288,0.13,-0.51,0.75
194298,0.15,-0.50,0.75
194307,0.18,-0.52,0.75
194317,0.17,-0.52,0.74
194326,0.18,-0.53,0.74
194336,0.18,-0.55,0.73
194346,0.17,-0.55,0.73
194355,0.17,-0.55,0.73
194365,0.15,-0.56,0.73
194375,0.12,-0.55,0.74
194384,0.11,-0.53,0.75
194394,0.09,-0.51,0.76
194403,0.09,-0.49,0.77
194413,0.08,-0.47,0.79
194423,0.08,-0.48,0.79
194432,0.08,-0.49,0.80
194442,0.02,-0.53,0.81
194451,-0.01,-0.55,0.81
194461,-0.03,-0.57,0.81
194471,-0.04,-0.57,0.81
194480,-0.04,-0.55,0.81
194490,-0.02,-0.52,0.81
194500,-0.01,-0.50,0.80
194509,0.01,-0.48,0.80
194519,0.02,-0.48,0.79
194528,0.03,-0.50,0.79
194538,0.03,-0.52,0.79
194548,0.01,-0.54,0.78
194557,0.01,-0.54,0.78
194567,0.00,-0.55,0.78
194576,-0.01,-0.55,0.79
194586,-0.03,-0.54,0.81
194596,-0.02,-0.52,0.81
194605,-0.04,-0.52,0.82
194615,-0.07,-0.54,0.83
194625,-0.08,-0.54,0.84
194634,-0.09,-0.53,0.87
194644,-0.12,-0.53,0.89
194653,-0.14,-0.53,0.89
194663,-0.17,-0.53,0.89
194673,-0.17,-0.53,0.89
194682,-0.18,-0.53,0.87
194692,-0.18,-0.53,0.83
194701,-0.16,-0.55,0.80
194711,-0.13,-0.58,0.75
194721,-0.08,-0.59,0.69
194730,-0.03,-0.60,0.64
194740,0.00,-0.60,0.60
194750,0.03,-0.60,0.58
194759,0.05,-0.60,0.58
194769,0.06,-0.59,0.60
194778,0.04,-0.57,0.64
194788,0.03,-0.56,0.69
194798,0.00,-0.57,0.74
194807,-0.03,-0.57,0.79
194817,-0.07,-0.57,0.84
194826,-0.12,-0.58,0.88
194836,-0.15,-0.58,0.91
194846,-0.17,-0.58,0.94
194855,-0.17,-0.56,0.94
194865,-0.16,-0.56,0.93
194875,-0.14,-0.57,0.89
194884,-0.11,-0.58,0.85
194894,-0.08,-0.60,0.82
194903,-0.06,-0.62,0.80
194913,-0.06,-0.64,0.78
194923,-0.07,-0.66,0.77
194932,-0.08,-0.68,0.76
194942,-0.08,-0.69,0.76
194951,-0.09,-0.69,0.77
194961,-0.11,-0.69,0.77
194971,-0.13,-0.66,0.78
194980,-0.14,-0.63,0.78
194990,-0.15,-0.58,0.79
195000,-0.16,-0.53,0.78
195009,-0.15,-0.50,0.77
195019,-0.14,-0.48,0.75
195028,-0.13,-0.48,0.74
195038,-0.12,-0.50,0.74
195048,-0.11,-0.53,0.75
195057,-0.11,-0.56,0.76
195067,-0.10,-0.59,0.76
195076,-0.09,-0.63,0.76
195086,-0.07,-0.65,0.76
195096,-0.06,-0.68,0.75
195105,-0.05,-0.71,0.74
195115,-0.04,-0.73,0.73
195125,-0.03,-0.75,0.73
195134,-0.03,-0.77,0.74
195144,-0.04,-0.77,0.76
195153,-0.06,-0.76,0.79
195163,-0.07,-0.75,0.82
195173,-0.09,-0.73,0.83
195182,-0.10,-0.71,0.84
195192,-0.10,-0.69,0.85
195201,-0.10,-0.67,0.86
195211,-0.11,-0.67,0.87
195221,-0.12,-0.67,0.88
195230,-0.13,-0.69,0.88
195240,-0.15,-0.71,0.88
195250,-0.16,-0.71,0.87
195259,-0.16,-0.72,0.85
