ax,ay,az
178596,0.10,-0.31,0.95
178605,0.10,-0.31,0.94
178615,0.10,-0.31,0.94
178625,0.10,-0.31,0.94
178634,0.10,-0.30,0.94
178644,0.10,-0.30,0.94
178653,0.10,-0.29,0.94
178663,0.10,-0.29,0.94
178673,0.10,-0.30,0.94
178682,0.10,-0.30,0.94
178692,0.09,-0.31,0.94
178701,0.09,-0.30,0.94
178711,0.10,-0.30,0.94
178721,0.10,-0.31,0.94
178730,0.09,-0.31,0.95
178740,0.09,-0.31,0.95
178750,0.09,-0.31,0.95
178759,0.09,-0.30,0.96
178769,0.09,-0.30,0.96
178778,0.09,-0.29,0.95
178788,0.09,-0.30,0.95
178798,0.09,-0.30,0.95
178807,0.10,-0.31,0.95
178817,0.10,-0.32,0.95
178826,0.09,-0.32,0.94
178836,0.09,-0.32,0.94
178846,0.09,-0.31,0.94
178855,0.09,-0.30,0.94
178865,0.09,-0.30,0.94
178875,0.09,-0.29,0.94
178884,0.09,-0.29,0.94
178894,0.09,-0.29,0.95
178903,0.09,-0.29,0.95
178913,0.09,-0.29,0.95
178923,0.09,-0.30,0.95
178932,0.09,-0.31,0.95
178942,0.09,-0.32,0.95
178951,0.10,-0.32,0.95
178961,0.09,-0.32,0.95
178971,0.09,-0.32,0.95
178980,0.09,-0.32,0.95
178990,0.09,-0.31,0.95
179000,0.09,-0.30,0.95
179009,0.09,-0.30,0.95
179019,0.09,-0.30,0.95
179028,0.09,-0.30,0.95
179038,0.09,-0.30,0.95
179048,0.09,-0.30,0.94
179057,0.09,-0.30,0.94
179067,0.09,-0.30,0.94
179076,0.09,-0.31,0.94
179086,0.09,-0.31,0.94
179096,0.09,-0.31,0.94
179105,0.09,-0.30,0.94
179115,0.09,-0.30,0.94
179125,0.09,-0.29,0.94
179134,0.09,-0.29,0.94
179144,0.09,-0.30,0.95
179153,0.08,-0.30,0.95
179163,0.08,-0.31,0.95
179173,0.08,-0.31,0.95
179182,0.08,-0.31,0.95
179192,0.08,-0.31,0.95
179201,0.09,-0.31,0.95
179211,0.09,-0.30,0.95
179221,0.09,-0.30,0.95
179230,0.09,-0.31,0.95
179240,0.09,-0.31,0.95
179250,0.09,-0.31,0.95
179259,0.09,-0.31,0.95
179269,0.08,-0.31,0.95
179278,0.08,-0.30,0.95
179288,0.08,-0.30,0.95
179298,0.08,-0.30,0.95
179307,0.09,-0.31,0.95
179317,0.09,-0.31,0.95
179326,0.09,-0.31,0.95
179336,0.09,-0.31,0.95
179346,0.09,-0.31,0.94
179355,0.08,-0.31,0.94
179365,0.08,-0.31,0.94
179375,0.08,-0.31,0.95
179384,0.08,-0.31,0.95
179394,0.08,-0.31,0.95
179403,0.08,-0.30,0.95
179413,0.08,-0.30,0.95
179423,0.08,-0.30,0.95
179432,0.08,-0.31,0.96
179442,0.08,-0.31,0.95
179451,0.08,-0.32,0.95
179461,0.08,-0.32,0.94
179471,0.09,-0.32,0.94
179480,0.09,-0.31,0.94
179490,0.08,-0.31,0.94
179500,0.08,-0.31,0.94
179509,0.08,-0.30,0.95
179519,0.08,-0.30,0.95
179528,0.08,-0.30,0.94
179538,0.08,-0.30,0.94
179548,0.08,-0.30,0.94
179557,0.08,-0.31,0.95
179567,0.08,-0.32,0.95
179576,0.08,-0.33,0.95
179586,0.07,-0.33,0.96
179596,0.07,-0.33,0.96
179605,0.08,-0.32,0.95
179615,0.08,-0.32,0.95
179625,0.08,-0.31,0.94
179634,0.08,-0.30,0.94
179644,0.08,-0.30,0.94
179653,0.07,-0.30,0.95
179663,0.07,-0.31,0.94
179673,0.07,-0.31,0.95
179682,0.07,-0.32,0.95
179692,0.07,-0.32,0.95
179701,0.07,-0.31,0.94
179711,0.08,-0.31,0.94
179721,0.08,-0.31,0.94
179730,0.08,-0.31,0.93
179740,0.08,-0.30,0.94
179750,0.08,-0.31,0.94
179759,0.08,-0.31,0.95
179769,0.07,-0.32,0.95
179778,0.07,-0.32,0.95
179788,0.07,-0.32,0.95
179798,0.07,-0.32,0.95
179807,0.07,-0.32,0.95
179817,0.08,-0.31,0.94
179826,0.08,-0.31,0.94
179836,0.08,-0.31,0.94
179846,0.08,-0.31,0.94
179855,0.08,-0.31,0.94
179865,0.08,-0.31,0.94
179875,0.08,-0.32,0.94
179884,0.07,-0.32,0.94
179894,0.07,-0.32,0.94
179903,0.07,-0.31,0.94
179913,0.07,-0.31,0.95
179923,0.07,-0.31,0.94
179932,0.07,-0.31,0.94
179942,0.07,-0.31,0.94
179951,0.07,-0.31,0.94
179961,0.07,-0.31,0.94
179971,0.07,-0.31,0.94
179980,0.07,-0.32,0.94
179990,0.07,-0.32,0.94
180000,0.07,-0.32,0.94
180009,0.07,-0.32,0.94
180019,0.07,-0.31,0.94
180028,0.07,-0.31,0.94
180038,0.07,-0.30,0.95
180048,0.07,-0.30,0.95
180057,0.07,-0.31,0.95
180067,0.07,-0.32,0.95
180076,0.07,-0.33,0.94
180086,0.08,-0.33,0.94
180096,0.07,-0.33,0.93
180105,0.08,-0.32,0.93
180115,0.08,-0.31,0.94
180125,0.07,-0.30,0.94
180134,0.07,-0.30,0.94
180144,0.07,-0.30,0.94
180153,0.06,-0.31,0.95
180163,0.07,-0.31,0.94
180173,0.07,-0.31,0.94
180182,0.07,-0.32,0.94
180192,0.07,-0.33,0.94
180201,0.07,-0.33,0.94
180211,0.07,-0.33,0.95
180221,0.07,-0.33,0.94
180230,0.08,-0.33,0.94
180240,0.08,-0.32,0.94
180250,0.07,-0.32,0.94
180259,0.07,-0.31,0.94
180269,0.07,-0.31,0.95
180278,0.06,-0.30,0.95
180288,0.07,-0.31,0.95
180298,0.07,-0.32,0.95
180307,0.07,-0.32,0.94
180317,0.07,-0.32,0.94
180326,0.07,-0.32,0.94
180336,0.07,-0.32,0.94
180346,0.07,-0.32,0.93
180355,0.07,-0.32,0.94
180365,0.07,-0.32,0.94
180375,0.08,-0.31,0.94
180384,0.07,-0.31,0.94
180394,0.07,-0.31,0.94
180403,0.07,-0.31,0.94
180413,0.07,-0.31,0.94
180423,0.07,-0.32,0.95
180432,0.07,-0.32,0.95
180442,0.07,-0.32,0.95
180451,0.07,-0.32,0.94
180461,0.07,-0.31,0.94
180471,0.07,-0.31,0.94
180480,0.07,-0.31,0.94
180490,0.07,-0.31,0.94
180500,0.07,-0.32,0.94
180509,0.07,-0.32,0.94
180519,0.07,-0.32,0.94
180528,0.07,-0.32,0.94
180538,0.07,-0.32,0.94
180548,0.07,-0.32,0.94
180557,0.07,-0.32,0.94
180567,0.07,-0.32,0.94
180576,0.07,-0.31,0.94
180586,0.07,-0.31,0.94
180596,0.07,-0.31,0.94
180605,0.08,-0.32,0.94
180615,0.07,-0.32,0.94
180625,0.07,-0.32,0.94
180634,0.07,-0.32,0.94
180644,0.07,-0.31,0.94
180653,0.07,-0.31,0.94
180663,0.07,-0.31,0.95
180673,0.06,-0.31,0.95
180682,0.06,-0.31,0.95
180692,0.07,-0.32,0.95
180701,0.08,-0.33,0.94
180711,0.08,-0.33,0.94
180721,0.08,-0.33,0.93
180730,0.08,-0.33,0.93
180740,0.08,-0.32,0.93
180750,0.08,-0.31,0.93
180759,0.08,-0.31,0.94
180769,0.07,-0.30,0.95
180778,0.07,-0.30,0.95
180788,0.07,-0.30,0.95
180798,0.07,-0.31,0.94
180807,0.07,-0.32,0.94
180817,0.08,-0.32,0.94
180826,0.08,-0.32,0.94
180836,0.08,-0.33,0.94
180846,0.08,-0.33,0.94
180855,0.08,-0.33,0.94
180865,0.08,-0.32,0.94
180875,0.08,-0.32,0.94
180884,0.07,-0.31,0.94
180894,0.07,-0.30,0.94
180903,0.07,-0.31,0.94
180913,0.07,-0.31,0.94
180923,0.07,-0.32,0.94
180932,0.07,-0.32,0.94
180942,0.07,-0.32,0.94
180951,0.07,-0.32,0.94
180961,0.08,-0.31,0.94
180971,0.08,-0.31,0.93
180980,0.08,-0.31,0.93
180990,0.08,-0.31,0.94
181000,0.08,-0.31,0.94
181009,0.08,-0.32,0.94
181019,0.08,-0.31,0.94
181028,0.08,-0.32,0.94
181038,0.08,-0.32,0.94
181048,0.08,-0.32,0.94
181057,0.08,-0.32,0.95
181067,0.08,-0.32,0.95
181076,0.07,-0.32,0.95
181086,0.07,-0.33,0.95
181096,0.07,-0.32,0.95
181105,0.07,-0.31,0.95
181115,0.07,-0.31,0.95
181125,0.08,-0.31,0.94
181134,0.08,-0.31,0.94
181144,0.08,-0.31,0.94
181153,0.08,-0.31,0.94
181163,0.08,-0.32,0.94
181173,0.08,-0.32,0.94
181182,0.08,-0.32,0.94
181192,0.08,-0.32,0.94
181201,0.08,-0.32,0.94
181211,0.08,-0.32,0.95
181221,0.08,-0.32,0.95
181230,0.08,-0.32,0.94
181240,0.08,-0.32,0.94
181250,0.09,-0.33,0.94
181259,0.08,-0.33,0.93
181269,0.08,-0.32,0.94
181278,0.08,-0.32,0.94
181288,0.08,-0.31,0.94
181298,0.08,-0.30,0.95
181307,0.07,-0.30,0.95
181317,0.07,-0.30,0.95
181326,0.08,-0.31,0.95
181336,0.08,-0.32,0.95
181346,0.08,-0.32,0.94
181355,0.08,-0.33,0.94
181365,0.08,-0.33,0.94
181375,0.09,-0.33,0.94
181384,0.09,-0.32,0.94
181394,0.08,-0.32,0.94
181403,0.08,-0.31,0.94
181413,0.08,-0.31,0.94
181423,0.08,-0.30,0.94
181432,0.08,-0.30,0.95
181442,0.08,-0.31,0.95
181451,0.08,-0.31,0.95
181461,0.08,-0.32,0.95
181471,0.08,-0.32,0.95
181480,0.08,-0.33,0.95
181490,0.08,-0.33,0.94
181500,0.09,-0.33,0.94
181509,0.09,-0.32,0.94
181519,0.09,-0.31,0.94
181528,0.09,-0.31,0.94
181538,0.08,-0.31,0.95
181548,0.09,-0.31,0.95
181557,0.08,-0.31,0.95
181567,0.08,-0.31,0.95
181576,0.08,-0.31,0.95
181586,0.08,-0.31,0.95
181596,0.08,-0.31,0.95
181605,0.08,-0.31,0.95
181615,0.09,-0.32,0.95
181625,0.09,-0.32,0.95
181634,0.09,-0.32,0.94
181644,0.09,-0.32,0.94
181653,0.09,-0.32,0.94
181663,0.09,-0.31,0.94
181673,0.09,-0.31,0.94
181682,0.09,-0.31,0.94
181692,0.09,-0.31,0.94
181701,0.09,-0.31,0.94
181711,0.08,-0.31,0.94
181721,0.08,-0.31,0.94
181730,0.09,-0.31,0.94
181740,0.09,-0.31,0.94
181750,0.09,-0.31,0.94
181759,0.09,-0.31,0.95
181769,0.09,-0.32,0.95
181778,0.09,-0.32,0.95
181788,0.08,-0.32,0.95
181798,0.08,-0.32,0.95
181807,0.08,-0.31,0.95
181817,0.09,-0.31,0.95
181826,0.09,-0.30,0.95
181836,0.09,-0.30,0.94
181846,0.09,-0.31,0.94
181855,0.09,-0.31,0.94
181865,0.09,-0.32,0.94
181875,0.09,-0.32,0.94
181884,0.09,-0.32,0.94
181894,0.09,-0.32,0.94
181903,0.09,-0.32,0.93
181913,0.09,-0.32,0.94
181923,0.09,-0.31,0.94
181932,0.09,-0.30,0.95
181942,0.09,-0.29,0.95
181951,0.09,-0.29,0.95
181961,0.09,-0.30,0.95
181971,0.09,-0.31,0.95
181980,0.09,-0.31,0.95
181990,0.09,-0.32,0.94
182000,0.09,-0.33,0.94
182009,0.09,-0.33,0.94
182019,0.09,-0.33,0.93
182028,0.09,-0.33,0.93
182038,0.09,-0.31,0.93
182048,0.09,-0.30,0.94
182057,0.09,-0.29,0.94
182067,0.09,-0.28,0.94
182076,0.09,-0.28,0.95
182086,0.09,-0.29,0.95
182096,0.09,-0.30,0.95
182105,0.09,-0.30,0.95
182115,0.09,-0.32,0.95
182125,0.09,-0.32,0.95
182134,0.09,-0.33,0.95
182144,0.09,-0.33,0.95
182153,0.09,-0.34,0.95
182163,0.09,-0.33,0.95
182173,0.09,-0.33,0.95
182182,0.09,-0.32,0.95
182192,0.09,-0.31,0.95
182201,0.09,-0.31,0.94
182211,0.09,-0.30,0.94
182221,0.10,-0.30,0.94
182230,0.10,-0.30,0.94
182240,0.10,-0.31,0.93
182250,0.10,-0.32,0.94
182259,0.09,-0.32,0.94
182269,0.09,-0.32,0.94
182278,0.09,-0.31,0.94
182288,0.10,-0.31,0.94
182298,0.10,-0.30,0.94
182307,0.10,-0.30,0.94
182317,0.10,-0.31,0.94
182326,0.10,-0.31,0.94
182336,0.10,-0.31,0.94
182346,0.10,-0.32,0.94
182355,0.10,-0.32,0.94
182365,0.10,-0.32,0.94
182375,0.10,-0.32,0.94
182384,0.10,-0.32,0.94
182394,0.10,-0.32,0.94
182403,0.10,-0.32,0.94
182413,0.10,-0.31,0.94
182423,0.10,-0.31,0.94
182432,0.10,-0.31,0.94
182442,0.10,-0.31,0.94
182451,0.10,-0.32,0.94
182461,0.10,-0.32,0.94
182471,0.10,-0.32,0.94
182480,0.10,-0.32,0.94
182490,0.10,-0.32,0.95
182500,0.10,-0.32,0.95
182509,0.10,-0.32,0.95
182519,0.10,-0.32,0.94
182528,0.10,-0.33,0.94
182538,0.10,-0.33,0.94
182548,0.10,-0.33,0.94
182557,0.10,-0.33,0.95
182567,0.09,-0.33,0.95
182576,0.09,-0.32,0.95
182586,0.09,-0.31,0.95
182596,0.09,-0.30,0.94
182605,0.10,-0.30,0.94
182615,0.10,-0.31,0.93
182625,0.11,-0.31,0.94
182634,0.10,-0.33,0.94
182644,0.09,-0.34,0.95
182653,0.09,-0.34,0.95
182663,0.09,-0.34,0.95
182673,0.09,-0.34,0.94
182682,0.10,-0.33,0.93
182692,0.10,-0.32,0.93
182701,0.10,-0.30,0.93
182711,0.10,-0.30,0.93
182721,0.10,-0.29,0.94
182730,0.10,-0.29,0.94
182740,0.10,-0.30,0.94
182750,0.10,-0.31,0.95
182759,0.09,-0.32,0.95
182769,0.09,-0.33,0.95
182778,0.09,-0.34,0.95
182788,0.09,-0.34,0.96
182798,0.09,-0.34,0.95
182807,0.09,-0.33,0.95
182817,0.10,-0.33,0.94
182826,0.10,-0.32,0.94
182836,0.10,-0.32,0.93
182846,0.10,-0.31,0.93
182855,0.11,-0.31,0.93
182865,0.10,-0.32,0.94
182875,0.10,-0.32,0.94
182884,0.09,-0.33,0.94
182894,0.09,-0.33,0.94
182903,0.09,-0.33,0.93
182913,0.10,-0.32,0.93
182923,0.10,-0.31,0.93
182932,0.10,-0.31,0.94
182942,0.10,-0.31,0.94
182951,0.10,-0.31,0.94
182961,0.09,-0.31,0.95
182971,0.10,-0.32,0.95
182980,0.10,-0.32,0.94
182990,0.10,-0.32,0.94
183000,0.10,-0.33,0.94
183009,0.10,-0.33,0.94
183019,0.10,-0.33,0.94
183028,0.10,-0.33,0.94
183038,0.10,-0.33,0.94
183048,0.10,-0.33,0.94
183057,0.10,-0.33,0.94
183067,0.10,-0.32,0.94
183076,0.10,-0.32,0.94
183086,0.10,-0.32,0.94
183096,0.10,-0.32,0.94
183105,0.10,-0.32,0.94
183115,0.09,-0.32,0.94
183125,0.09,-0.32,0.94
183134,0.09,-0.32,0.94
183144,0.10,-0.32,0.94
183153,0.10,-0.31,0.94
183163,0.10,-0.31,0.94
183173,0.10,-0.32,0.94
183182,0.10,-0.32,0.94
183192,0.10,-0.32,0.94
183201,0.09,-0.32,0.94
183211,0.09,-0.32,0.95
183221,0.09,-0.32,0.95
183230,0.09,-0.32,0.94
183240,0.10,-0.32,0.94
183250,0.10,-0.32,0.94
183259,0.10,-0.32,0.94
183269,0.10,-0.33,0.93
183278,0.10,-0.33,0.93
183288,0.10,-0.34,0.93
183298,0.10,-0.34,0.93
183307,0.10,-0.34,0.94
183317,0.10,-0.33,0.94
183326,0.09,-0.33,0.94
183336,0.09,-0.32,0.94
183346,0.10,-0.31,0.94
183355,0.10,-0.30,0.93
183365,0.11,-0.30,0.94
183375,0.10,-0.31,0.94
183384,0.10,-0.32,0.95
183394,0.10,-0.32,0.95
183403,0.09,-0.33,0.95
183413,0.09,-0.33,0.95
183423,0.09,-0.33,0.95
183432,0.10,-0.33,0.95
183442,0.10,-0.33,0.95
183451,0.10,-0.33,0.94
183461,0.10,-0.32,0.94
183471,0.10,-0.33,0.94
183480,0.10,-0.33,0.94
183490,0.10,-0.32,0.94
183500,0.10,-0.32,0.94
183509,0.10,-0.32,0.93
183519,0.10,-0.32,0.93
183528,0.10,-0.32,0.93
183538,0.10,-0.32,0.94
183548,0.10,-0.32,0.94
183557,0.09,-0.32,0.94
183567,0.09,-0.31,0.94
183576,0.10,-0.31,0.94
183586,0.10,-0.31,0.94
183596,0.10,-0.32,0.94
183605,0.10,-0.32,0.94
183615,0.10,-0.33,0.94
183625,0.10,-0.33,0.94
183634,0.10,-0.33,0.94
183644,0.10,-0.33,0.95
183653,0.10,-0.33,0.94
183663,0.10,-0.33,0.94
183673,0.10,-0.33,0.94
183682,0.11,-0.33,0.94
183692,0.11,-0.33,0.93
183701,0.10,-0.32,0.94
183711,0.10,-0.31,0.94
183721,0.11,-0.31,0.94
183730,0.11,-0.31,0.94
183740,0.11,-0.32,0.94
183750,0.11,-0.32,0.94
183759,0.10,-0.33,0.94
183769,0.10,-0.33,0.95
183778,0.10,-0.33,0.95
183788,0.10,-0.32,0.95
183798,0.10,-0.32,0.95
183807,0.10,-0.32,0.94
183817,0.11,-0.33,0.94
183826,0.10,-0.33,0.93
183836,0.10,-0.33,0.94
183846,0.09,-0.32,0.94
183855,0.09,-0.31,0.94
183865,0.09,-0.30,0.95
183875,0.10,-0.30,0.95
183884,0.10,-0.30,0.94
183894,0.10,-0.31,0.94
183903,0.10,-0.32,0.94
183913,0.10,-0.33,0.93
183923,0.10,-0.33,0.94
183932,0.10,-0.33,0.94
183942,0.10,-0.33,0.94
183951,0.10,-0.34,0.94
183961,0.10,-0.34,0.94
183971,0.10,-0.33,0.94
183980,0.10,-0.32,0.94
183990,0.10,-0.31,0.94
184000,0.10,-0.30,0.94
184009,0.11,-0.30,0.94
184019,0.11,-0.30,0.94
184028,0.10,-0.31,0.94
184038,0.10,-0.32,0.94
184048,0.10,-0.33,0.94
184057,0.10,-0.33,0.95
184067,0.10,-0.33,0.95
184076,0.10,-0.33,0.94
184086,0.11,-0.32,0.94
184096,0.11,-0.32,0.94
184105,0.11,-0.32,0.94
184115,0.10,-0.32,0.94
184125,0.10,-0.32,0.95
184134,0.10,-0.32,0.95
184144,0.10,-0.32,0.95
184153,0.10,-0.32,0.94
184163,0.10,-0.32,0.94
184173,0.09,-0.32,0.94
184182,0.09,-0.31,0.94
184192,0.09,-0.31,0.94
184201,0.10,-0.30,0.94
184211,0.10,-0.30,0.94
184221,0.10,-0.30,0.93
184230,0.11,-0.31,0.94
184240,0.10,-0.32,0.94
184250,0.10,-0.33,0.94
184259,0.09,-0.33,0.95
184269,0.09,-0.33,0.95
184278,0.09,-0.33,0.95
184288,0.09,-0.33,0.95
184298,0.10,-0.33,0.94
184307,0.10,-0.33,0.94
184317,0.10,-0.32,0.94
184326,0.10,-0.32,0.94
184336,0.10,-0.31,0.93
184346,0.10,-0.31,0.93
184355,0.10,-0.31,0.94
184365,0.10,-0.31,0.94
184375,0.10,-0.31,0.94
184384,0.09,-0.31,0.94
184394,0.09,-0.32,0.95
184403,0.09,-0.32,0.95
184413,0.09,-0.32,0.95
184423,0.10,-0.32,0.95
184432,0.10,-0.32,0.94
184442,0.10,-0.33,0.95
184451,0.09,-0.33,0.95
184461,0.09,-0.32,0.95
184471,0.09,-0.32,0.95
184480,0.09,-0.31,0.95
184490,0.09,-0.30,0.95
184500,0.09,-0.31,0.95
184509,0.09,-0.31,0.94
184519,0.10,-0.32,0.94
184528,0.10,-0.32,0.94
184538,0.09,-0.32,0.93
184548,0.09,-0.32,0.94
184557,0.09,-0.31,0.94
184567,0.08,-0.31,0.94
184576,0.08,-0.31,0.94
184586,0.08,-0.30,0.94
184596,0.09,-0.30,0.94
184605,0.09,-0.30,0.94
184615,0.09,-0.30,0.93
184625,0.10,-0.31,0.93
184634,0.10,-0.31,0.93
184644,0.10,-0.31,0.94
184653,0.10,-0.31,0.94
184663,0.10,-0.32,0.94
184673,0.10,-0.32,0.95
184682,0.09,-0.33,0.95
184692,0.08,-0.32,0.96
184701,0.09,-0.31,0.96
184711,0.09,-0.30,0.96
184721,0.10,-0.30,0.95
184730,0.10,-0.30,0.95
184740,0.10,-0.31,0.95
184750,0.09,-0.31,0.95
184759,0.09,-0.32,0.95
184769,0.09,-0.32,0.95
184778,0.09,-0.32,0.94
184788,0.10,-0.32,0.94
184798,0.10,-0.31,0.93
184807,0.11,-0.31,0.93
184817,0.10,-0.31,0.93
184826,0.10,-0.31,0.94
184836,0.10,-0.31,0.94
184846,0.10,-0.31,0.94
184855,0.10,-0.31,0.94
184865,0.10,-0.32,0.94
184875,0.10,-0.32,0.94
184884,0.09,-0.32,0.95
184894,0.09,-0.32,0.95
184903,0.09,-0.32,0.95
184913,0.09,-0.32,0.95
184923,0.09,-0.31,0.94
184932,0.10,-0.31,0.94
184942,0.10,-0.31,0.94
184951,0.10,-0.31,0.94
184961,0.10,-0.31,0.94
184971,0.09,-0.31,0.95
184980,0.09,-0.32,0.95
184990,0.09,-0.32,0.95
185000,0.09,-0.32,0.94
185009,0.09,-0.32,0.94
185019,0.10,-0.31,0.95
185028,0.10,-0.31,0.95
185038,0.09,-0.32,0.95
185048,0.09,-0.32,0.95
185057,0.09,-0.33,0.95
185067,0.09,-0.32,0.95
185076,0.09,-0.32,0.95
185086,0.09,-0.30,0.95
185096,0.09,-0.29,0.95
185105,0.09,-0.29,0.94
185115,0.09,-0.29,0.94
185125,0.10,-0.31,0.94
185134,0.10,-0.32,0.94
185144,0.10,-0.33,0.94
185153,0.10,-0.33,0.94
185163,0.10,-0.32,0.94
185173,0.10,-0.32,0.94
185182,0.10,-0.31,0.94
185192,0.10,-0.31,0.94
185201,0.10,-0.31,0.94
185211,0.09,-0.30,0.94
185221,0.09,-0.30,0.95
185230,0.09,-0.31,0.95
185240,0.09,-0.31,0.94
185250,0.09,-0.31,0.94
185259,0.10,-0.31,0.94
185269,0.10,-0.31,0.94
185278,0.10,-0.32,0.95
185288,0.10,-0.33,0.95
185298,0.09,-0.33,0.95
185307,0.09,-0.33,0.95
185317,0.09,-0.32,0.95
185326,0.09,-0.31,0.95
185336,0.10,-0.30,0.95
185346,0.10,-0.30,0.94
185355,0.10,-0.31,0.94
185365,0.09,-0.31,0.94
185375,0.09,-0.32,0.94
185384,0.09,-0.32,0.94
185394,0.09,-0.32,0.94
185403,0.10,-0.32,0.94
185413,0.10,-0.31,0.94
185423,0.10,-0.31,0.94
185432,0.10,-0.31,0.94
185442,0.10,-0.31,0.94
185451,0.10,-0.31,0.94
185461,0.10,-0.31,0.94
185471,0.10,-0.31,0.94
185480,0.09,-0.31,0.94
185490,0.09,-0.32,0.95
185500,0.09,-0.32,0.94
185509,0.09,-0.32,0.94
185519,0.09,-0.31,0.94
185528,0.10,-0.31,0.94
185538,0.10,-0.31,0.94
185548,0.09,-0.31,0.94
185557,0.09,-0.31,0.95
185567,0.09,-0.31,0.95
185576,0.09,-0.31,0.94
185586,0.09,-0.31,0.94
185596,0.09,-0.31,0.94
185605,0.09,-0.31,0.94
185615,0.09,-0.31,0.94
185625,0.09,-0.32,0.94
185634,0.09,-0.32,0.94
185644,0.09,-0.33,0.94
185653,0.09,-0.32,0.94
185663,0.09,-0.32,0.94
185673,0.09,-0.31,0.94
185682,0.09,-0.30,0.94
185692,0.09,-0.29,0.94
185701,0.09,-0.29,0.94
185711,0.09,-0.30,0.95
185721,0.09,-0.31,0.95
185730,0.09,-0.33,0.94
185740,0.09,-0.33,0.94
185750,0.09,-0.33,0.94
185759,0.09,-0.33,0.94
185769,0.09,-0.32,0.94
185778,0.09,-0.32,0.93
185788,0.09,-0.31,0.93
185798,0.09,-0.30,0.94
185807,0.08,-0.30,0.94
185817,0.08,-0.29,0.95
185826,0.08,-0.29,0.95
185836,0.08,-0.30,0.95
185846,0.08,-0.31,0.95
185855,0.09,-0.32,0.95
185865,0.09,-0.33,0.95
185875,0.09,-0.33,0.95
185884,0.09,-0.33,0.95
185894,0.09,-0.33,0.95
185903,0.09,-0.32,0.94
185913,0.09,-0.31,0.94
185923,0.09,-0.31,0.95
185932,0.09,-0.30,0.95
185942,0.09,-0.31,0.95
185951,0.08,-0.32,0.94
185961,0.08,-0.33,0.94
185971,0.08,-0.33,0.94
185980,0.08,-0.32,0.94
185990,0.09,-0.32,0.94
186000,0.09,-0.32,0.94
186009,0.09,-0.32,0.94
186019,0.08,-0.32,0.94
186028,0.08,-0.31,0.94
186038,0.08,-0.31,0.94
186048,0.09,-0.31,0.94
186057,0.09,-0.31,0.94
186067,0.09,-0.32,0.94
186076,0.09,-0.32,0.94
186086,0.08,-0.32,0.94
186096,0.08,-0.32,0.94
186105,0.09,-0.32,0.94
186115,0.09,-0.32,0.94
186125,0.09,-0.32,0.94
186134,0.09,-0.32,0.94
186144,0.08,-0.32,0.94
186153,0.08,-0.32,0.94
186163,0.08,-0.32,0.94
186173,0.09,-0.31,0.94
186182,0.09,-0.31,0.94
186192,0.09,-0.31,0.94
186201,0.09,-0.31,0.94
186211,0.09,-0.31,0.94
186221,0.09,-0.32,0.94
186230,0.09,-0.33,0.94
186240,0.08,-0.33,0.94
186250,0.08,-0.33,0.94
186259,0.08,-0.32,0.94
186269,0.08,-0.31,0.94
186278,0.08,-0.31,0.95
186288,0.08,-0.30,0.95
186298,0.08,-0.31,0.95
186307,0.08,-0.31,0.95
186317,0.09,-0.32,0.94
186326,0.09,-0.33,0.94
186336,0.10,-0.34,0.93
186346,0.09,-0.34,0.93
186355,0.09,-0.33,0.93
186365,0.09,-0.32,0.93
186375,0.09,-0.31,0.94
186384,0.08,-0.30,0.94
186394,0.08,-0.30,0.94
186403,0.08,-0.30,0.94
186413,0.08,-0.31,0.94
186423,0.08,-0.32,0.94
186432,0.09,-0.33,0.94
186442,0.09,-0.34,0.94
186451,0.09,-0.34,0.94
186461,0.09,-0.33,0.94
186471,0.09,-0.33,0.94
186480,0.09,-0.32,0.93
186490,0.09,-0.32,0.93
186500,0.09,-0.31,0.94
186509,0.08,-0.31,0.94
186519,0.08,-0.31,0.95
186528,0.08,-0.31,0.95
186538,0.08,-0.32,0.95
186548,0.08,-0.33,0.94
186557,0.08,-0.32,0.94
186567,0.09,-0.32,0.94
186576,0.09,-0.32,0.94
186586,0.09,-0.32,0.94
186596,0.09,-0.32,0.93
186605,0.09,-0.31,0.93
186615,0.09,-0.31,0.93
186625,0.09,-0.31,0.93
186634,0.09,-0.31,0.93
186644,0.09,-0.32,0.93
186653,0.09,-0.32,0.94
186663,0.09,-0.33,0.94
186673,0.09,-0.33,0.94
186682,0.08,-0.33,0.94
186692,0.09,-0.33,0.94
186701,0.09,-0.33,0.94
186711,0.09,-0.32,0.94
186721,0.09,-0.32,0.94
186730,0.09,-0.31,0.94
186740,0.09,-0.31,0.93
186750,0.09,-0.31,0.94
186759,0.09,-0.31,0.94
186769,0.08,-0.32,0.94
186778,0.08,-0.32,0.94
186788,0.09,-0.32,0.94
186798,0.09,-0.32,0.93
186807,0.09,-0.32,0.93
186817,0.09,-0.33,0.93
186826,0.09,-0.33,0.93
186836,0.09,-0.33,0.94
186846,0.08,-0.32,0.94
186855,0.08,-0.32,0.94
186865,0.08,-0.31,0.94
186875,0.08,-0.30,0.94
186884,0.08,-0.30,0.95
186894,0.08,-0.31,0.95
186903,0.08,-0.32,0.95
186913,0.09,-0.33,0.94
186923,0.09,-0.34,0.94
186932,0.09,-0.34,0.94
186942,0.09,-0.34,0.93
186951,0.09,-0.34,0.93
186961,0.09,-0.33,0.93
186971,0.09,-0.32,0.93
186980,0.09,-0.31,0.94
186990,0.09,-0.31,0.94
