timestamp,Q,I,F,phase_deg
62183.0,8.9,28.2,4104,17.52
62214.0,-5.7,20.9,131328,-15.26
62245.0,9.2,27.9,4104,18.25
62276.0,-5.6,21.0,131328,-14.93
62307.0,9.3,28.0,4104,18.37
62339.0,-5.8,21.2,131328,-15.30
62370.0,9.7,28.5,4104,18.80
62401.0,-5.7,21.5,131328,-14.85
62432.0,9.4,28.1,4104,18.50
62463.0,-5.7,21.5,131328,-14.85
62495.0,9.3,28.2,4104,18.25
62526.0,-5.7,21.7,131328,-14.72
62557.0,10.0,28.8,4104,19.15
62588.0,-5.7,22.3,131328,-14.34
62619.0,9.8,28.9,4104,18.73
62651.0,-5.6,22.4,131328,-14.04
62682.0,9.8,29.3,4104,18.49
62713.0,-5.6,22.8,131328,-13.80
62744.0,10.1,29.1,4104,19.14
62775.0,-5.6,23.0,131328,-13.68
62807.0,9.6,29.5,4104,18.03
62838.0,-5.5,23.5,131328,-13.17
62869.0,9.9,29.6,4104,18.49
62900.0,-5.4,23.9,131328,-12.73
62931.0,10.5,29.9,4104,19.35
62962.0,-5.2,24.3,131328,-12.08
62994.0,10.8,30.2,4104,19.68
63025.0,-5.4,24.6,131328,-12.38
63056.0,10.8,30.2,4104,19.68
63087.0,-5.2,25.0,131328,-11.75
63118.0,10.8,30.3,4104,19.62
63150.0,-5.1,25.3,131328,-11.40
63181.0,10.4,30.4,4104,18.89
63212.0,-5.1,25.8,131328,-11.18
63243.0,10.6,30.7,4104,19.05
63274.0,-5.4,26.1,131328,-11.69
63306.0,11.0,31.4,4104,19.31
63337.0,-5.3,26.5,131328,-11.31
63368.0,10.8,31.5,4104,18.92
63399.0,-5.4,26.9,131328,-11.35
63430.0,11.0,31.4,4104,19.31
63461.0,-5.4,27.2,131328,-11.23
63493.0,11.0,31.6,4104,19.19
63524.0,-5.4,27.4,131328,-11.15
63555.0,11.7,32.1,4104,20.03
63586.0,-5.4,27.6,131328,-11.07
63617.0,11.4,32.2,4104,19.50
63649.0,-5.5,27.7,131328,-11.23
63680.0,10.8,32.2,4104,18.54
63711.0,-5.3,27.7,131328,-10.83
63742.0,11.8,32.3,4104,20.07
63773.0,-5.3,27.8,131328,-10.79
63805.0,10.8,32.4,4104,18.43
63836.0,-5.3,27.9,131328,-10.76
63867.0,11.1,31.9,4104,19.19
63898.0,-5.5,27.8,131328,-11.19
63929.0,11.2,31.9,4104,19.35
63961.0,-5.4,27.7,131328,-11.03
63992.0,10.9,32.2,4104,18.70
64023.0,-5.4,27.4,131328,-11.15
64054.0,11.5,31.8,4104,19.88
64085.0,-5.2,27.0,131328,-10.90
64116.0,10.9,31.2,4104,19.26
64148.0,-5.2,26.5,131328,-11.10
64179.0,11.3,31.3,4104,19.85
64210.0,-5.3,26.0,131328,-11.52
64241.0,11.0,30.8,4104,19.65
64272.0,-5.2,25.5,131328,-11.53
64304.0,10.4,30.2,4104,19.00
64335.0,-5.3,25.2,131328,-11.88
64366.0,10.8,30.3,4104,19.62
64397.0,-5.0,24.7,131328,-11.44
64428.0,9.8,30.0,4104,18.09
64460.0,-5.3,24.1,131328,-12.40
64491.0,10.5,29.7,4104,19.47
64522.0,-5.1,23.8,131328,-12.09
64553.0,10.2,29.3,4104,19.19
64584.0,-5.2,23.5,131328,-12.48
64615.0,9.8,28.9,4104,18.73
64647.0,-5.4,22.9,131328,-13.27
64678.0,9.7,28.8,4104,18.61
64709.0,-5.5,22.8,131328,-13.56
64740.0,9.9,28.8,4104,18.97
64771.0,-5.3,22.5,131328,-13.25
64803.0,9.9,28.6,4104,19.09
64834.0,-5.5,22.4,131328,-13.80
64865.0,9.5,29.0,4104,18.14
64896.0,-5.6,21.9,131328,-14.34
64927.0,9.4,28.3,4104,18.37
64959.0,-5.6,21.9,131328,-14.34
64990.0,9.0,28.3,4104,17.64
65021.0,-5.5,21.5,131328,-14.35
65052.0,9.2,28.3,4104,18.01
65083.0,-5.7,21.5,131328,-14.85
65115.0,9.0,28.3,4104,17.64
65146.0,-5.6,21.4,131328,-14.66
65177.0,9.2,27.8,4104,18.31
65208.0,-5.7,21.1,131328,-15.12
65239.0,9.6,28.3,4104,18.74
65270.0,-5.7,21.1,131328,-15.12
65302.0,9.6,28.1,4104,18.86
65333.0,-5.4,21.0,131328,-14.42
65364.0,9.2,27.9,4104,18.25
65395.0,-5.7,20.7,131328,-15.40
65426.0,9.5,28.0,4104,18.74
65458.0,-5.6,20.8,131328,-15.07
65489.0,9.3,27.7,4104,18.56
65520.0,-5.6,20.6,131328,-15.21
65551.0,9.0,28.1,4104,17.76
65582.0,-5.4,20.8,131328,-14.55
65614.0,9.2,28.2,4104,18.07
65645.0,-5.7,20.4,131328,-15.61
